post_shortcode;comment_text;final_data;predicted_aspect;sentiment_label;sentiment_value
DGPt1Dkvz64;kok Sidotopo tidak ada min??;sidotopo tidak admin;Lainnya;Netral;0
DGPt1Dkvz64;Info donk air ditempat saya mati dari kemaren,,area sememi bandarejo gg candi;informasi air tempat mati kemarin area mem bandarejo gang candi;Lainnya;Negatif;-1
DGPt1Dkvz64;Utk wilayah Pandaan belakang masjid chengho ada ga peremajaan juga utk meteran Air;wilayah pandaan belakang masjid chengho ga remaja meter air;Meteran (Macet/Bermasalah);Netral;0
DGPt1Dkvz64;yah kelurahanku ga ada min:crying_face: padahal udah lebih dari 5 tahun dan kaca berembun burem;lurah ga admin kaca embun buram;Meteran (Macet/Bermasalah);Netral;0
DGPt1Dkvz64;Caranya gmn min untk mendapatkan penembakan meter air;cara admin dapat tembak meter air;Meteran (Macet/Bermasalah);Netral;0
DGPt1Dkvz64;Sudah laporan ke kantor sampai skrg 2 minggu blom ditanggapin min @pdamsuryasembada;lapor kantor ditanggapin admin;Lainnya;Netral;0
DGPt1Dkvz64;pk minto tolong akor km PDAM GK keluar  4 hari pk kami ingin mengganti air menyalurkan air dr sumur kami aja pk GK usah pake PDAM pk kalua kami di sini GK bisa mandi gimana pk tolong banyu kami pk :folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::pleading_face::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::folded_hands_light_skin_tone::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:;pdam ga keluar ganti air salur air sumur ga perlu pakai pdam ga mandi air;Air Tidak Mengalir;Netral;0
DGPt1Dkvz64;Info lowongan nyaa dong minnn;informasi lowong nya admin;Lainnya;Netral;0
DGPt1Dkvz64;Kalau untuk menaikkan meter air yg posisinya lebih rendah dari jalan apakah bisa min?;naik meter air posisi rendah jalan admin;Meteran (Macet/Bermasalah);Netral;0
DGPt1Dkvz64;Daerah setro baru gang 3 pak meter airnya 60 cm di bawah permukaan tanah setelah adanya pavingisasi jadi gelap dan susah saat pengecekan tiap bulan;daerah setro gang meter air muka tanah paving gelap susah kece;Lainnya;Netral;0
DGPt1Dkvz64;Kel simolawang  air PDAM mati hidup malam ajja sudah pengaduan tapi tetep ajja gk berubah bayarnya naik 100%;lurah simolawang air pdam mati malam aja adu aja ga ubah bayar;Pelayanan;Negatif;-1
DGPt1Dkvz64;Kelurahan  Sukomanunggal kapan ya ?;lurah sukomanunggal;Lainnya;Netral;0
DGPt1Dkvz64;Pdam daerah kutorejo kok berbusa ya min;pdam daerah kutorejo busa admin;Air Kotor/Bau;Netral;0
DGPt1Dkvz64;Air disidosermo apa ada perbaikan ya? Koo ditempat saya mengalir nya kecil ya . Dlu siang aja bisa deras ini kok pelan sekali muter meteran airnya. Ngisi tandon jadi lambat.;air sidosermo baik tempat alir nya kecil siang deras pelan putar meter air isi tandon lambat;Air Tidak Mengalir;Netral;0
DGPt1Dkvz64;gmn pemberitahuan resminya kalo memang peraturan kost 6 kamar dikenakan tarif 3.2A ? apa akal²an petugas aja, dikira kalo punya kost penghasilan banyak gitu?trs diganti dari 2.1 ke 3.2A ?ini cuma 6 kamar, bukan 10 atau 20 kamar,;pemberitahuan resmi memang atur kos kamar kena tarif a akal tugas kos hasil gitu terus ganti a kamar bukan kamar;Harga;Netral;0
DGPt1Dkvz64;@pdamsuryasembada kenapa tidak sekalian seluruh wilayah surabaya? rumah saya sudah berkali2 complain volume kubik yang tidak wajar dan solusinya sudah 3x disuruh ganti kran / valve dan berbayar pula. meteran air bermasalah itu tanggung jawab pdam atau pel;tidak wilayah surabaya rumah kali complain volume kubik tidak wajar solusi x suruh ganti keran katup bayar meter air masalah tanggung jawab pdam pel;Meteran (Macet/Bermasalah);Netral;0
DGPt1Dkvz64;Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3;tarif golong pas ubah tarif ubah rumah tulis keluarga miskin perintah lantai tanah rumah tidak lantai tidak buat kos kontra tetangga tarif golong itu pun buat kos kontrak kan tidak lapor pdam ujung ujung tugas kemari cek suruh ganti meter bayar tidak murah cek tugas keliling meter sih ubah kan bayar nya mahal paling kena tetangga kena daerah tambak asri perhati banyak tarif golong;Harga;Negatif;-1
DGPt1Dkvz64;BAYAR HUTANG @glen_probity;bayar hutang;Harga;Netral;0
DGPt1Dkvz64;Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada;bayar ganti meter air hilang tapi tidak pasang alas stop keran nya kosong dan kira tidak tahu suruh beli sendiri sudah bayar denda meter hilang mahal suruh beli stop keran sendiri gimana layan;Harga;Negatif;-1
DFxD1EJP3Fi;Min kalau untuk wilayah sidoarjo apa promo jg kah?;admin wilayah sidoarjo promo;Harga;Netral;0
DFxD1EJP3Fi;setelah daftar, harus nunggu berapa lama ya kak untuk pemasangannya dan siap di gunakan?;daftar tunggu kakak pasang guna;Pemasangan;Netral;0
DFxD1EJP3Fi;Kalo di depan rumah Masi belum ada pipa gmn min;rumah pipa admin;Lainnya;Netral;0
DFxD1EJP3Fi;Min daftar langsung di kantor bisa ya min?;admin daftar kantor admin;Lainnya;Netral;0
DFxD1EJP3Fi;Min...klo persyaratan tdk lengkap gmn min;admin kalau syarat tidak lengkap admin;Lainnya;Netral;0
DFxD1EJP3Fi;Kenapa laporan by WhatsApp PDAM  GK ada jawaban ya kak, padahal saya sudah daftar mau tanya soal kekurangan persyaratan pasang baru;lapor by whatsapp pdam ga kakak daftar kurang syarat pasang;Pemasangan;Netral;0
DFxD1EJP3Fi;Min kalau listrik 5000 watt biayanya yh 1,7 jt ya?;admin listrik watt biaya juta;Harga;Netral;0
DFxD1EJP3Fi;Brpa lama pemasangan jika sdah melakukan pembayaran;pasang laku bayar;Pemasangan;Netral;0
DFxD1EJP3Fi;Diskon itu apakah include dengan pipa dan meterannya?;diskon pipa meter;Meteran (Macet/Bermasalah);Netral;0
DFxD1EJP3Fi;Maaf min untuk PSB 900watt ini biayanya 600rb ?? Bukan 300rb ya??;maaf admin psb watt biaya bukan;Harga;Netral;0
DFxD1EJP3Fi;Min kalau ngontrak rumah belum dipasang pdam caranya gimana?karena rumah yang dikontrak warisan;admin kontrak rumah pasang pdam cara gimana karena rumah kontrak waris;Pemasangan;Netral;0
DFxD1EJP3Fi;Daerah mojo ditindaklanjuti gak ada air mengalir daripada saya datangi kantornya;daerah mojo ditindaklanjuti tidak air alir datang kantor;Air Tidak Mengalir;Netral;0
DFxD1EJP3Fi;minnn air dirumah saya kenapa kok gk nyalah ya takut ada kebocoran min;admin air rumah ga takut bocor admin;Kebocoran;Negatif;-1
DFxD1EJP3Fi;Min klo uda daftar dan data2 udah lengkap, proses selanjutnya gmn? Msh nunggu konfirmasi lagi kah dari wa call center?;admin uda daftar data lengkap proses tunggu konfirmasi whatsapp call center;Pelayanan;Netral;0
DFxD1EJP3Fi;Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min;admin rumah sertifikasi tidak admin;Lainnya;Netral;0
DFxD1EJP3Fi;Untuk daya listrik 900watt, itu harganya jadi 300rb atau diskonnya yang 300rb ? Mohon penjelasannya;daya listrik watt harga diskon mohon jelas;Harga;Netral;0
DFxD1EJP3Fi;Saya dari agustus 2024 sampai sekarang blm ada tanggapan pasang baru padahal :loudly_crying_face: wes ganti tahun min :loudly_crying_face:;agustus tanggap pasang ganti admin;Pemasangan;Positif;1
DFxD1EJP3Fi;Saya kan mau bangun rumah dan blm ada listrik nya..apa bs;kan bangun rumah listrik;Lainnya;Netral;0
DFxD1EJP3Fi;"Saya belum di survey"" Minn sdh pengajuan lama";survey admin aju;Pelayanan;Netral;0
DFxD1EJP3Fi;Maaf min klw pindah meteran kena biaya brpa ea soalnya meteran airku ada didepan rumahnya orang.. Klw dipindah kerumah ku jaraknya 10 meter;maaf admin pindah meter kena biaya meter air depan rumah pindah ke rumah ku jarak meter;Meteran (Macet/Bermasalah);Netral;0
DFxD1EJP3Fi;Berlaku area surabaya saja apa semua daerah ya min?;laku area surabaya daerah admin;Lainnya;Netral;0
DFxD1EJP3Fi;Maaf min mau tanya apa benar PSB untuk daya listrik 1300 watt biayanya 600 ribu;maaf admin benar psb daya listrik watt biaya;Harga;Netral;0
DFxD1EJP3Fi;Untuk area bekasi juga diskon min??;area bekas diskon admin;Lainnya;Netral;0
DFxD1EJP3Fi;Kalau nama pemilik tanah dan pemasang PDAM beda nama apakah bisa;nama milik tanah pasang pdam beda nama;Pemasangan;Netral;0
DFxD1EJP3Fi;Knp pembayaran pdam melalui gojek dan grab kok gak bisa terus;bayar pdam gojek grab tidak;Harga;Netral;0
DFxD1EJP3Fi;Min dari daftar sampai proses pemasangan,nunggu nya berapa lama?;admin daftar proses pasang tunggu nya;Pemasangan;Netral;0
DJoUCilzmRD;Tambakwedi Baru gak keluar air sama sekali dari tadi pagi;tambakwedi tidak keluar air pagi;Air Tidak Mengalir;Netral;0
DJoUCilzmRD;Daerah simo gunung kok dari kemaren air mengecil sampai tidak keluar ada apaa yaaa;daerah simo gunung air kecil tidak keluar;Air Tidak Mengalir;Netral;0
DJoUCilzmRD;Simolangit gak ada air nya piye PDAM iki;simolangit tidak air nya pdam;Lainnya;Netral;0
DJk7cyfvtmd;:clapping_hands: Keren;keren;Lainnya;Netral;0
DJk7cyfvtmd;Duta lingkungan:clapping_hands: @arrovaicals :person_with_crown::raising_hands:;duta lingkung;Lainnya;Netral;0
DJk7cyfvtmd;Halo selamat siang kak admin pdam, mengenai pengaduan yg saya sampaikan 25 april 2025 melalui DM. Sampai hari ini belum diberikan tindak lanjut nihh. Tolong dong diberikan tindak lanjutnya. Dari 25 april 2025 sampai komen ini ditulis 13 mei 2025. Belum ada tindak lanjut lho. Mohon dong.;halo selamat siang kakak admin pdam adu april pesan beri tindak nih beri tindak lanjut april komen tulis mei tindak loh mohon;Pelayanan;Netral;0
DJk7cyfvtmd;Halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti;halo admin pdam warga babatan pratama bayar ganti keran air bocor tugas bantu ditindaklanjuti;Kebocoran;Negatif;-1
DJk7cyfvtmd;Air PDAM SBY pusat punyakku keruh  kyk air sumur.. Bayarnya larang tp airnya keruh bauk;air pdam surabaya pusat punya keruh air sumur bayar mahal air keruh bau;Air Kotor/Bau;Negatif;-1
DJk7cyfvtmd;Maaf itu 1,5 juta popok per hari bukan pertahun :raising_hands:;maaf juta popok bukan tahun;Lainnya;Netral;0
DJk7cyfvtmd;Min ini kenapa di kalijudan 9 air nya nyala kecil sekali?:folded_hands_medium-light_skin_tone:;admin kalijudan air nya kecil;Air Tidak Mengalir;Netral;0
DJk7cyfvtmd;Air pdam kebonsari jambangan keruh;air pdam kebonsari jambang keruh;Air Kotor/Bau;Negatif;-1
DJk7cyfvtmd;Yuk berganti ke popok pakai ulang dan pembalut ramah lingkungan, bersama @bumbi_id;yuk ganti popok pakai ulang balut ramah lingkung;Lainnya;Positif;1
DJghFuvvdvl;Kok kosong.....;kosong;Lainnya;Netral;0
DJgJ2sBPAq6;Info loker pdam min;informasi loker pdam admin;Lainnya;Netral;0
DJfuXOGvhrE;kok infonya kembali buka tanggal 2 mei min?;info buka tanggal mei admin;Lainnya;Netral;0
DJfuXOGvhrE;maaf kok buka Lg tgl 2 mei.  kak:folded_hands:;maaf buka tanggal mei kakak;Lainnya;Netral;0
DJdbiYpvPUE;Air PDAM di Perumahan Gunungsari Indah bisa mengalir nirmal jam berapa. Mohon segera direspon. Terima kasih;air pdam rumah gunungsari indah alir normal jam mohon respon terima kasih;Air Tidak Mengalir;Positif;1
DJdbiYpvPUE;Srby utara udah 2hari gak nyala:crying_face: airnya;surabaya utara tidak air;Lainnya;Netral;0
DJdbiYpvPUE;Surabaya utara;surabaya utara;Lainnya;Netral;0
DJb9f1uTyr7;Lokasi e dmn min;lokasi nya admin;Lainnya;Netral;0
DJb9f1uTyr7;Lah komen saya kok di hapus... Tolong di cek PDAM di daerah simolangit gak ada air ada 2 hari. Malah di hapus komentar saya. Laporan wa gak dihiraukan;komen hapus cek pdam daerah simolangit tidak air hapus komentar lapor whatsapp tidak hirau;Pelayanan;Netral;0
DJb9f1uTyr7;Kualitas airnya perlu dicek dan dikontrol...jangan cuman datang cek meteran saja....dan jangan cari untung saja gede perhatikan kemampuan konsumennya,....;kualitas air perlu cek kontrol jangan cuman cek meter sajadan cari untung gede hati mampu konsumen;Air Kotor/Bau;Netral;0
DJY9xS-vXAi;Alhamdulillah semoga menang kotaku tercinta @Surockboyo menang … aamiin :palms_up_together:;alhamdulillah moga menang kota cinta menang aamiin;Lainnya;Netral;0
DJY9xS-vXAi;TOLONG BU @y4n_tweet si @glen_probity SURUH BAYAR HUTANG PINJOLNYA;bu si suruh bayar hutang pinjol;Harga;Netral;0
DJVj-OHvVeW;Kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam..hola halo hola halo aja;telepon bebas pulsa suara tidak dengar operator pdam hola halo halo halo;Lainnya;Netral;0
DJTHmG9vK0l;Nice info;bagus informasi;Lainnya;Positif;1
DJRSsnqSSrg;lewat aplikasi CIS ngga ada promo?;aplikasi cis tidak promo;Harga;Netral;0
DJRSsnqSSrg;aku yang udah bayar duluan tgl 1 kemarin hanya bisa bersabarrrrr :slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face::slightly_smiling_face:;bayar tanggal sabar;Harga;Netral;0
DJRSsnqSSrg;Apanya yg ada promo kak;apa promo kakak;Harga;Netral;0
DJRSsnqSSrg;Alfamart apakah gaada diskon ka? Jarang ad indomaret d sini;alfamart tidak ada diskon kakak jarang indomaret;Lainnya;Netral;0
DJRSsnqSSrg;Tokopedia tdk ada promo;tokopedia tidak promo;Harga;Netral;0
DJRSsnqSSrg;Kalau airnya gak nyala sama sekali apa harus mbayar, krna pelaporan berkali2 tidak ada teknisi yg datang kerumah bagimana ini @pdamsuryasembada_;air tidak bayar lapor kali tidak teknisi ke rumah bagimana;Harga;Netral;0
DJQZhqjyen_;Mati urip ngramut kali suroboyo:fire:;mati rawat surabaya;Air Tidak Mengalir;Negatif;-1
DJQZhqjyen_;Halo admin pdam Surabaya, saya kirim keluhan di 25 april 2025. Sampai hari ini belum ada tindak lanjutnya. Mohon di cek DM nya dong kak min.;halo admin pdam surabaya kirim keluh april tindak lanjut mohon cek pesan nya kakak admin;Pelayanan;Netral;0
DJLw67TTb4r;Makin berkelas;kelas;Lainnya;Netral;0
DJLkU5rPlnq;Min, sy pengaduan ganti meteran hingga 14 hari kerja kok blm ada tanggapan;admin adu ganti meter hingga kerja tanggap;Pelayanan;Positif;1
DJJFAbBv-Bi;Siwalankerto kok mati ya airnya?;siwalankerto mati air;Air Tidak Mengalir;Negatif;-1
DJJFAbBv-Bi;Daerah panjangjiwo kok mati ya kak?;daerah panjangjiwo mati kakak;Air Tidak Mengalir;Negatif;-1
DJFCPdOzNoA;Semangat......;semangat;Lainnya;Netral;0
DJFCPdOzNoA;Semangat Rekan2..Semoga Sukses selalu ..;semangat rekan moga sukses;Lainnya;Netral;0
DJFCPdOzNoA;Ini daerah kenjeran juga siang gak keluar min , malem baru keluar udah hampir seminggu;daerah kenjeran siang tidak keluar admin malam keluar hampir minggu;Air Tidak Mengalir;Netral;0
DJEE_FMzMr9;pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih;langgan an nya mustiani wikanti pulo wonokromo wetan golong tarif ubah ubah a ubah di beri tahu tua enak rubah berat loh alas rubah tugas keliling meter bilang rumah buat kos alas harap kembali golong tarif terima kasih;Harga;Positif;1
DJEE_FMzMr9;Pak maaf mau tanya,,;maaf;Lainnya;Netral;0
DJEE_FMzMr9;Meteran air di rumah sya kol g ada ya yg buat liat hbs brp meternya itu;meter air rumah ga lihat habis meter;Meteran (Macet/Bermasalah);Netral;0
DJDp0SqvUcy;mantap:clapping_hands_light_skin_tone:;mantap;Lainnya;Positif;1
DJBpf9ATgbC;Halo min dm saya sudah ditanggapi tapi ga ada action sama sekali dari pihak pdam , udah dr hari sabtu smpe skrng...;halo admin pesan tanggap ga action pdam;Pelayanan;Positif;1
DJBpf9ATgbC;Min tolong dikurangi dong kapuritnya di daerah Rungkut tengah airnya bau kaporit mau buat masak malah harus beli isi ulang tolong ya min untuk ditindak lanjuti :folded_hands:;admin rang kaporit daerah rungkut air bau kaporit masak beli isi ulang admin tindak lanjut;Air Kotor/Bau;Negatif;-1
DJBfhNGvM8d;Alhmdulillah selamat :clapping_hands:;alhamdulillah selamat;Lainnya;Netral;0
DJBfhNGvM8d;Alhamdulillah :red_heart::red_heart::red_heart:;alhamdulillah;Lainnya;Netral;0
DJBfhNGvM8d;Sukses terus Surya Sembada;sukses surya sembada;Lainnya;Netral;0
DJBfhNGvM8d;Selamat PDAM Surya Sembada Kota Surabaya :fire:;selamat pdam surya sembada kota surabaya;Lainnya;Netral;0
DJBfhNGvM8d;Tolong d cek area Jemurwonosari pak air kotor .pagi siang malam mati .jam 5 pagi sudah tidak keluar .siang juga kelaur dikit itupun jam10 an .malam jam7 baru keluar itu juga dikit;cek area jemurwonosari air kotor pagi siang malam mati jam pagi tidak keluar siang keluar dikit itu pun jam an malam jam keluar dikit;Air Tidak Mengalir;Negatif;-1
DJBfhNGvM8d;TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA;bu suruh suruh bayar hutang buron pinjol;Harga;Netral;0
DJBAw3TT2Tx;Tekanan air di daerah dukuh pakis masih kecil min;tekan air daerah dukuh pakis kecil admin;Air Tidak Mengalir;Netral;0
DJBAw3TT2Tx;Halo kak min, dm saya belum ditanggapi nih. Mohon ditanggapi;halo kakak admin pesan tanggap mohon tanggap;Pelayanan;Positif;1
DI6pjZqTEGs;Semangat tukang ledeng :clapping_hands:;semangat tukang pam;Lainnya;Netral;0
DI6pjZqTEGs;Alhamdulillah... mantab... Di pengumuman estimasi pekerjaan 6 jam, dapat selesai dalam waktu 2 jam... Mantap semangat all team tukang ledeng Suroboyo Perumda Air Minum Surya Sembada Surabaya :red_heart: :fire::fire:;alhamdulillah mantap umum estimasi kerja jam selesai dalam jam mantap semangat all tim tukang pam surabaya perumda air minum surya sembada surabaya;Lainnya;Positif;1
DI6pjZqTEGs;Mantap :thumbs_up: :thumbs_up::thumbs_up:;mantap;Lainnya;Positif;1
DI6pjZqTEGs;Mulyo indah grup :raising_hands:;mulyo indah grup;Lainnya;Netral;0
DI6pjZqTEGs;Perencanaan yg efektif dan kolaboratif adalah kunci sukses. Good Job Gaess! Semoga dapat memberikan pelayanan yang terbaik unt pelanggan kita yg tercinta :red_heart::red_heart::red_heart:;rencana efektif kolaborasi kunci sukses good job teman teman moga layan baik langgan cinta;Lainnya;Positif;1
DI6pjZqTEGs;Semangat pulll.. PDAM;semangat pdam;Lainnya;Netral;0
DI6pjZqTEGs;Selamat dan tetap semangat mbak cantik dan mas ² nya sehat sehat selalu;selamat semangat mbak cantik mas nya sehat sehat;Lainnya;Netral;0
DI6pjZqTEGs;Halo kak admin, dm saya mohon diberikan tanggapan. Terimakasih;halo kakak admin pesan mohon beri tanggap terima kasih;Pelayanan;Positif;1
DI6pjZqTEGs;Harusnya daerah Kenjeran Babatan Pantai jgn ikutan kena dampaknya dong sampai dimatikan seharian airnya;daerah kenjeran babatan pantai kena dampak mati hari air;Lainnya;Negatif;-1
DI6pjZqTEGs;Kok di gubeng masih ngga nyala ya dri tadi malam;gubeng tidak malam;Lainnya;Netral;0
DI6pjZqTEGs;PDAM tolong baca DM saya;pdam baca pesan;Lainnya;Netral;0
DI6pjZqTEGs;Halo kak adminnn. Dm saya tolong di berikan tanggapan ya:folded_hands_light_skin_tone:;halo kakak admin pesan ikan tanggap;Pelayanan;Positif;1
DI6pjZqTEGs;Astaga beberapa hari ini saya mengangsu air lho gara2 air ngga bisa naik,sementara air di luar keluar. SAMPAI KAPAN?!. Apa daerah Residen sudirman ikut ngagel y? :face_with_raised_eyebrow::hot_face::face_with_steam_from_nose::crying_face:;astaga isi air loh gara air tidak naik sementara air keluar daerah residen sudirman ngagel;Lainnya;Netral;0
DI6pjZqTEGs;Min @pdamsuryasembada babatan labansari mulyorejo air ga mengalir min, gimana ini ?;admin babatan labansari mulyorejo air ga alir admin;Air Tidak Mengalir;Netral;0
DI6pjZqTEGs;Terimakasih atas informasinya Salam kompak dari Komunitas Informasi Masyarakat kelurahan Pucang Sewu mitra kerja Dinas informasi dan komunikasi Kota Surabaya.;terima kasih informasi salam kompak komunitas informasi masyarakat lurah pucang sewu mitra kerja dinas informasi komunikasi kota surabaya;Lainnya;Positif;1
DI6pjZqTEGs;Kog ayuuuu pean mbaak .... Pean dadi opo nuk PDAM....;cantik mbak pdam;Lainnya;Netral;0
DI6pjZqTEGs;untuk area sidotopo apakah ada gangguan kok hampir tiap hari air tidak lancar kadang ngalir kadang mati seharian?;area sidotopo ganggu hampir air tidak lancar kadang alir kadang mati hari;Air Tidak Mengalir;Negatif;-1
DI32szRzFmV;Min knp sekarang bayar pdam di gojek dan grab kok gak bisa;admin bayar pdam gojek grab tidak;Harga;Netral;0
DI32szRzFmV;Ttp semangat PDAM kota Surabaya :fire:;semangat pdam kota surabaya;Lainnya;Netral;0
DI32szRzFmV;udah di dm slow respon di telfon malah di alihkan;pesan slow respon telepon alih;Pelayanan;Netral;0
DI32szRzFmV;kenapa sulit di hubungin ya pdam ini, padahal air dirumah lagi mati dari sore wk;sulit hubung pdam air rumah mati sore;Pelayanan;Negatif;-1
DI32szRzFmV;Tolong PDAM baca DM saya, sudah berhari2 sulit di hubungi call center nya sibuk trs;pdam baca pesan hari sulit hubung call center nya sibuk;Pelayanan;Netral;0
DI32szRzFmV;Min, WAnya slow respon banget ya @pdamsuryasembada;admin whatsapp slow respon;Pelayanan;Netral;0
DI2xdiPzKLQ;Cool!! :cold_face::sweat_droplets:;keren;Lainnya;Netral;0
DI2xdiPzKLQ;:fire::fire::fire:Alhamdulillah semoga dapat memberikan pelayanan yang terbaik unt masyarakat pengguna air;alhamdulillah moga layan baik masyarakat guna air;Pelayanan;Positif;1
DI2xdiPzKLQ;Kak mohon banget punya saya segera di pasang soalnya buat usaha kak saya sudah melakukan pembayaran di indomaret kak bingung mau nanyak ke siapa kalo mau liat progres pemasangannya;kakak mohon pasang usaha kakak laku bayar indomaret kakak bingung lihat progres pasang;Pemasangan;Netral;0
DI2gCFezGUI;bulak rukem timur yaopo iki min seminggu banyu e angell;bulak rukem timur admin minggu air nya susah;Lainnya;Netral;0
DI2gCFezGUI;Halo selamat pagi, mohon bantuannya. Keluhan sudah saya sampaikan melalui DM. Mohon diberikan tindak lanjut. Terimakasih;halo selamat pagi mohon bantu keluh pesan mohon beri tindak terima kasih;Pelayanan;Positif;1
DI2gCFezGUI;Min tadi pagi alias waktu subuh hingga jam 7 kok air di rumah ku jalan zamhuri rungkut tengah air yang keluar debit nya kok dikit amat ya, apakah lagi ada gangguan ya, saya sampek bosen tiap hari tlp pihak Cs terus, mau mandi aja harus ke kantor, ya kali kantor saya dekat. Kantor saya di gresik, rumah saya di rungkut tengah :crying_face::crying_face::crying_face:;admin pagi alias subuh hingga jam air rumah ku jalan zamhuri rungkut air keluar debit nya dikit ganggu bosan telepon layan langgan mandi kantor kantor kantor gresik rumah rungkut;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;Ya Gitu Min.. Info H-1 Sblm Air Mati :clapping_hands:;admin informasi h air mati;Air Tidak Mengalir;Negatif;-1
DI2gCFezGUI;min tempatku daerah kedung cowek air mati sejak tadi malam;admin tempat daerah kedung cowek air mati malam;Air Tidak Mengalir;Negatif;-1
DI2gCFezGUI;Kalijudan GG 12 dari subuh sampai malam tidak keluar aire sama sekali bosskuhh;kalijudan gang subuh malam tidak keluar air bos ku;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;Mohon infonya didaerahku simo Sidomulyo  dari hari kamis pagi dan Jumat pagi ini,  air tidak keluar.;mohon info daerah simo sidomulyo kamis pagi jumat pagi air tidak keluar;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;Ini aja daerah Tapak Siring airnya masih kecil dn debitnya belum bisa naik. Duuuhhh;daerah tapak siring air kecil debit duh;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;Kalijudan min air macet wes 5 hari :woozy_face: bayar'e mundak banyu metu'e jam 12 bengi. isuk, awan sore MAMPET Kabeh.;kalijudan admin air macet bayar air keluar jam bengi pagi awan sore mampat;Air Tidak Mengalir;Negatif;-1
DI2gCFezGUI;Sipp min, USAHAKAN  MATI. AIRNYA  NGGAK LAMA :hand_with_index_finger_and_thumb_crossed:;sip admin usaha mati air tidak;Air Tidak Mengalir;Negatif;-1
