comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score,true_sentiment,final_sentiment_score,final_sentiment_normalized,final_sentiment_label,type
8681,Terima kasih untuk semua peserta Kuis Sobat Air.. Minggu depan akan diumumkan 10 pemenang yang beruntung mendapatkan goodie bag. Para Pemenang akan dihubungi via DM. Terima kasih -w,akan pemenang beruntung mendapatkan bag . pemenang,"['akan', 'pemenang', 'beruntung', 'mendapatkan', 'bag', '.', 'pemenang']",akan menang untung dapat bag . menang,Lainnya,Lainnya,0.6956067988714508,Netral,0,0,Netral,
8747,"Kalau airnya gak nyala sama sekali apa harus mbayar, krna pelaporan berkali2 tidak ada teknisi yg datang kerumah bagimana ini @pdamsuryasembada_","air tidak hidup harus bayar ,","['air', 'tidak', 'hidup', 'harus', 'bayar', ',']","air tidak hidup harus bayar ,",Air Tidak Mengalir,Air Tidak Mengalir,0.36455690755977976,Negatif,-5,-1,Negatif,
8747,"Kalau airnya gak nyala sama sekali apa harus mbayar, krna pelaporan berkali2 tidak ada teknisi yg datang kerumah bagimana ini @pdamsuryasembada_",karena pelaporan tidak ada teknisi datang rumah,"['karena', 'pelaporan', 'tidak', 'ada', 'teknisi', 'datang', 'rumah']",karena lapor tidak ada teknisi datang rumah,Pelayanan,Pelayanan,0.3375169800252599,Negatif,-2,-1,Negatif,
8774,"@ebi_fadil selamat pagi bu, sedang ada pemasangan valve di Jl Demak. Apakah saat ini air sudah keluar kembali? -w","selamat pagi bu ,","['selamat', 'pagi', 'bu', ',']","selamat pagi bu ,",Lainnya,Lainnya,0.6075318941877996,Positif,1,1,Positif,
8774,"@ebi_fadil selamat pagi bu, sedang ada pemasangan valve di Jl Demak. Apakah saat ini air sudah keluar kembali? -w",sedang ada pemasangan katup jalan demak . air sudah keluar ?,"['sedang', 'ada', 'pemasangan', 'katup', 'jalan', 'demak', '.', 'air', 'sudah', 'keluar', '?']",sedang ada pasang katup jalan demak . air sudah keluar ?,Air Tidak Mengalir,Air Tidak Mengalir,0.4796436436494024,Netral,0,0,Netral,
8784,@pdamsuryasembada buat apa y? Nanti juga kl didatangi terus di cek ngga ada apa2. Malah petugas blg oh lagi banyak yg make air aja. Klise. 😂😂😂. Makanya pas lebaran saya senang. Krn airnya lancar. Apalagi kl sore .  Itu kl pas lebaran. Kl skg? Boro2.,karena air lancar . sore . pas lebaran . sekarang ? boro .,"['karena', 'air', 'lancar', '.', 'sore', '.', 'pas', 'lebaran', '.', 'sekarang', '?', 'boro', '.']",karena air lancar . sore . pas lebaran . sekarang ? boro .,Air Tidak Mengalir,Lainnya,0.25501234781936366,Netral,0,0,Netral,
8792,@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!,daerah sidotopo memang tidak mengalir air ? sudah hidup air,"['daerah', 'sidotopo', 'memang', 'tidak', 'mengalir', 'air', '?', 'sudah', 'hidup', 'air']",daerah sidotopo memang tidak alir air ? sudah hidup air,Air Tidak Mengalir,Air Tidak Mengalir,0.4652963550046319,Netral,0,0,Netral,
8804,"😂😂lucu nih , saya tinggal di perum manyar jaya , dari tahun lalu semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek 🤣. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam 🥰🥰🥰 @pdamsuryasembada @pdamsuryasembada","tapi heran libur nasional air hidup lancar kayak , tetangga disini tidak menggunakan tandon tidak ada ! semenjak sekarang air buruk jelek perbaiki pdam","['tapi', 'heran', 'libur', 'nasional', 'air', 'hidup', 'lancar', 'kayak', ',', 'tetangga', 'disini', 'tidak', 'menggunakan', 'tandon', 'tidak', 'ada', '!', 'semenjak', 'sekarang', 'air', 'buruk', 'jelek', 'perbaiki', 'pdam']","tapi heran libur nasional air hidup lancar kayak , tetangga sini tidak guna tandon tidak ada ! semenjak sekarang air buruk jelek baik pdam",Air Tidak Mengalir,Harga,0.30611220821994506,Negatif,-6,-1,Negatif,
8809,"@pdamsuryasembada Saya melaporkan aliran air sangat mengecil dan bahkan tidak menyala di daerah Gubeng Kertajaya 9F mulai jam setengah 6 pagi hingga jam setengah 10 malam dan kejadian ini terjadi setelah seminggu Lebaran hingga saat ini dan bahkan terbilang SANGAT SANGAT PARAH masa iya aliran air mulai pagi sampai malam tidak menyala, apakah ini diskriminasi terhadap konsumen yang tidak memiliki tandon air ya?? Sehingga aliran air,nya terserap di tempat kost""an karena bisa ditengarai kalau anak kost pulang ke Surabaya maka aliran air mengecil dan bahkan tidak menyala jika memang nanti malam ada pengerjaan pipa Valve apakah bisa menjamin aliran air di rumah"" warga di kawasan kelurahan Airlangga teraliri dengan normal dan lancar seperti dulu?? Karena di wilayah tersebut banyak tempat kost sehingga MERUGIKAN KONSUMEN YANG TIDAK MEMILIKI TANDON AIR, dalam hal ini saya sebagai konsumen PDAM Surya Sembada merasa sangat dirugikan dengan aliran air yg tidak menyala lancar, seharusnya pihak PDAM turun ke lapangan untuk melakukan survey terhadap rumah"" warga yg tidak memiliki tandon air supaya ada kebijakan yang cerdas untuk menangani hal tersebut, SANGAT"" DIRUGIKAN kalau aliran air tidak menyala lancar seperti ini👎👎👎👎, mengingat aktivitas menggunakan banyak air, mohon kebijakan,nya!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",karena tenggarai anak kos pulang surabaya maka aliran air mengecil tidak menyala memang malam ada pengerjaan pipa katup menjamin aliran air rumah warga kawasan kelurahan airlangga alir normal lancar ?,"['karena', 'tenggarai', 'anak', 'kos', 'pulang', 'surabaya', 'maka', 'aliran', 'air', 'mengecil', 'tidak', 'menyala', 'memang', 'malam', 'ada', 'pengerjaan', 'pipa', 'katup', 'menjamin', 'aliran', 'air', 'rumah', 'warga', 'kawasan', 'kelurahan', 'airlangga', 'alir', 'normal', 'lancar', '?']",karena tenggara anak kos pulang surabaya maka alir air kecil tidak nyala memang malam ada kerja pipa katup jamin alir air rumah warga kawasan lurah airlangga alir normal lancar ?,Air Tidak Mengalir,Air Tidak Mengalir,0.29056910301208017,Netral,0,0,Netral,
8809,"@pdamsuryasembada Saya melaporkan aliran air sangat mengecil dan bahkan tidak menyala di daerah Gubeng Kertajaya 9F mulai jam setengah 6 pagi hingga jam setengah 10 malam dan kejadian ini terjadi setelah seminggu Lebaran hingga saat ini dan bahkan terbilang SANGAT SANGAT PARAH masa iya aliran air mulai pagi sampai malam tidak menyala, apakah ini diskriminasi terhadap konsumen yang tidak memiliki tandon air ya?? Sehingga aliran air,nya terserap di tempat kost""an karena bisa ditengarai kalau anak kost pulang ke Surabaya maka aliran air mengecil dan bahkan tidak menyala jika memang nanti malam ada pengerjaan pipa Valve apakah bisa menjamin aliran air di rumah"" warga di kawasan kelurahan Airlangga teraliri dengan normal dan lancar seperti dulu?? Karena di wilayah tersebut banyak tempat kost sehingga MERUGIKAN KONSUMEN YANG TIDAK MEMILIKI TANDON AIR, dalam hal ini saya sebagai konsumen PDAM Surya Sembada merasa sangat dirugikan dengan aliran air yg tidak menyala lancar, seharusnya pihak PDAM turun ke lapangan untuk melakukan survey terhadap rumah"" warga yg tidak memiliki tandon air supaya ada kebijakan yang cerdas untuk menangani hal tersebut, SANGAT"" DIRUGIKAN kalau aliran air tidak menyala lancar seperti ini👎👎👎👎, mengingat aktivitas menggunakan banyak air, mohon kebijakan,nya!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","karena wilayah banyak kos merugikan konsumen tidak memiliki tandon air , dalam konsumen pdam surya sembada rugi aliran air tidak menyala lancar , pdam turun lapangan melakukan survey rumah warga tidak memiliki tandon air ada kebijakan cerdas menangani , rugi aliran air tidak menyala lancar , mengingat aktivitas menggunakan banyak air , mohon kebijakan , nya !","['karena', 'wilayah', 'banyak', 'kos', 'merugikan', 'konsumen', 'tidak', 'memiliki', 'tandon', 'air', ',', 'dalam', 'konsumen', 'pdam', 'surya', 'sembada', 'rugi', 'aliran', 'air', 'tidak', 'menyala', 'lancar', ',', 'pdam', 'turun', 'lapangan', 'melakukan', 'survey', 'rumah', 'warga', 'tidak', 'memiliki', 'tandon', 'air', 'ada', 'kebijakan', 'cerdas', 'menangani', ',', 'rugi', 'aliran', 'air', 'tidak', 'menyala', 'lancar', ',', 'mengingat', 'aktivitas', 'menggunakan', 'banyak', 'air', ',', 'mohon', 'kebijakan', ',', 'nya', '!']","karena wilayah banyak kos rugi konsumen tidak milik tandon air , dalam konsumen pdam surya sembada rugi alir air tidak nyala lancar , pdam turun lapang laku survey rumah warga tidak milik tandon air ada bijak cerdas tangan , rugi alir air tidak nyala lancar , ingat aktivitas guna banyak air , mohon bijak , nya !",Air Tidak Mengalir,Pelayanan,0.3005838506807701,Negatif,-12,-1,Negatif,
8811,"Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu yg lalu memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh","siang bulak rukem timur , air daerah debit kecil cenderung tidak keluar , sudah lapor sudah datang ,","['siang', 'bulak', 'rukem', 'timur', ',', 'air', 'daerah', 'debit', 'kecil', 'cenderung', 'tidak', 'keluar', ',', 'sudah', 'lapor', 'sudah', 'datang', ',']","siang bulak rukem timur , air daerah debit kecil cenderung tidak keluar , sudah lapor sudah datang ,",Air Tidak Mengalir,Air Tidak Mengalir,0.412588476793904,Negatif,-6,-1,Negatif,
8811,"Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu yg lalu memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh",lalu memang ada keluar mengecil air keruh,"['lalu', 'memang', 'ada', 'keluar', 'mengecil', 'air', 'keruh']",lalu memang ada keluar kecil air keruh,Air Kotor/Bau,Air Kotor/Bau,0.37413407924307285,Negatif,-1,-1,Negatif,
8813,"@edwynpras97 baik Pak Edwyn, kami upayakan pekerjaan selesai sesuai jadwal dan utk updatenya akan kami informasikan di Ig story. Terima kasih -w","edwyn , pekerjaan selesai jadwal pembaruan","['edwyn', ',', 'pekerjaan', 'selesai', 'jadwal', 'pembaruan']","edwyn , kerja selesai jadwal baru",Lainnya,Lainnya,0.3967341960425404,Netral,0,0,Netral,
8815,"@pdamsuryasembada tidak hanya itu, saya minta kepada pihak PDAM untuk sidak di lapangan dan mengecek di wilayah Kelurahan Airlangga agar aliran air teraliri dengan lancar, karena setelah Lebaran hingga saat ini aliran air di wilayah tersebut khususnya rumah"" warga yg tidak memiliki pompa tandon tidak teraliri dengan lancar karena tersedot oleh rumah"" kost""an dan hal ini sangat merugikan!!!, Bagaimanapun saya juga bayar air masa iya bayar air mahal tapi kualitas tidak baik!!, harusnya pihak PDAM mematok harga"" tinggi terhadap rumah"" yg kost""an karena aliran air mereka kuasai dan yg terkena dampak ya rumah"" kecil biasa jangan berlaku tidak adil& diskriminasi!!!","tidak , pdam sidak lapangan cek wilayah kelurahan airlangga aliran air alir lancar ,","['tidak', ',', 'pdam', 'sidak', 'lapangan', 'cek', 'wilayah', 'kelurahan', 'airlangga', 'aliran', 'air', 'alir', 'lancar', ',']","tidak , pdam sidak lapang cek wilayah lurah airlangga alir air alir lancar ,",Air Tidak Mengalir,Air Tidak Mengalir,0.44012298930485916,Negatif,-2,-1,Negatif,
8815,"@pdamsuryasembada tidak hanya itu, saya minta kepada pihak PDAM untuk sidak di lapangan dan mengecek di wilayah Kelurahan Airlangga agar aliran air teraliri dengan lancar, karena setelah Lebaran hingga saat ini aliran air di wilayah tersebut khususnya rumah"" warga yg tidak memiliki pompa tandon tidak teraliri dengan lancar karena tersedot oleh rumah"" kost""an dan hal ini sangat merugikan!!!, Bagaimanapun saya juga bayar air masa iya bayar air mahal tapi kualitas tidak baik!!, harusnya pihak PDAM mematok harga"" tinggi terhadap rumah"" yg kost""an karena aliran air mereka kuasai dan yg terkena dampak ya rumah"" kecil biasa jangan berlaku tidak adil& diskriminasi!!!",karena lebaran hingga aliran air wilayah rumah warga tidak memiliki pompa tandon tidak alir lancar,"['karena', 'lebaran', 'hingga', 'aliran', 'air', 'wilayah', 'rumah', 'warga', 'tidak', 'memiliki', 'pompa', 'tandon', 'tidak', 'alir', 'lancar']",karena lebaran hingga alir air wilayah rumah warga tidak milik pompa tandon tidak alir lancar,Air Tidak Mengalir,Air Tidak Mengalir,0.2978423677398295,Negatif,-2,-1,Negatif,
8815,"@pdamsuryasembada tidak hanya itu, saya minta kepada pihak PDAM untuk sidak di lapangan dan mengecek di wilayah Kelurahan Airlangga agar aliran air teraliri dengan lancar, karena setelah Lebaran hingga saat ini aliran air di wilayah tersebut khususnya rumah"" warga yg tidak memiliki pompa tandon tidak teraliri dengan lancar karena tersedot oleh rumah"" kost""an dan hal ini sangat merugikan!!!, Bagaimanapun saya juga bayar air masa iya bayar air mahal tapi kualitas tidak baik!!, harusnya pihak PDAM mematok harga"" tinggi terhadap rumah"" yg kost""an karena aliran air mereka kuasai dan yg terkena dampak ya rumah"" kecil biasa jangan berlaku tidak adil& diskriminasi!!!","karena tersedot rumah kos an merugikan ! , bayar air bayar air mahal","['karena', 'tersedot', 'rumah', 'kos', 'an', 'merugikan', '!', ',', 'bayar', 'air', 'bayar', 'air', 'mahal']","karena sedot rumah kos an rugi ! , bayar air bayar air mahal",Harga,Harga,0.5330244632040089,Negatif,-3,-1,Negatif,
8815,"@pdamsuryasembada tidak hanya itu, saya minta kepada pihak PDAM untuk sidak di lapangan dan mengecek di wilayah Kelurahan Airlangga agar aliran air teraliri dengan lancar, karena setelah Lebaran hingga saat ini aliran air di wilayah tersebut khususnya rumah"" warga yg tidak memiliki pompa tandon tidak teraliri dengan lancar karena tersedot oleh rumah"" kost""an dan hal ini sangat merugikan!!!, Bagaimanapun saya juga bayar air masa iya bayar air mahal tapi kualitas tidak baik!!, harusnya pihak PDAM mematok harga"" tinggi terhadap rumah"" yg kost""an karena aliran air mereka kuasai dan yg terkena dampak ya rumah"" kecil biasa jangan berlaku tidak adil& diskriminasi!!!",karena aliran air kuasa terkena dampak rumah kecil berlaku tidak adil diskriminasi !,"['karena', 'aliran', 'air', 'kuasa', 'terkena', 'dampak', 'rumah', 'kecil', 'berlaku', 'tidak', 'adil', 'diskriminasi', '!']",karena alir air kuasa kena dampak rumah kecil laku tidak adil diskriminasi !,Air Tidak Mengalir,Lainnya,0.3574524730968494,Negatif,-4,-1,Negatif,
8816,@pdamsuryasembada d daera mulyorejoo dri jaman ada galian sampai galian selesaaiii tetap aja airr sulitt....tpi pas hari raya air nya kok lancar jayaaa🔥,daerah mulyorejo jaman ada galian sampai galian selesai tetap air sulitt .,"['daerah', 'mulyorejo', 'jaman', 'ada', 'galian', 'sampai', 'galian', 'selesai', 'tetap', 'air', 'sulitt', '.']",daerah mulyorejo jaman ada gali sampai gali selesai tetap air sulitt .,Air Tidak Mengalir,Air Tidak Mengalir,0.734705726533992,Negatif,-1,-1,Negatif,
8837,"Pertanyaan buat PDAM, saya mau tanyak setiap pembayaran bulanan kenapa kok ada retribusi. Padahal di kampung pakek retribusi dan saya pernah pengaduan online kalau retribusi udh ketentuan DLH. Emang harus Retribusi di kampung kenak 11rb, ini bukan masalah angka kecil tapi bayangin satu rumah kenak 11rb per kampung ad brp rumah udh dpt brp sebanyak gitu 😂","padahal kampung pakai retribusi pengaduan daring retribusi sudah ketentuan dlh . harus retribusi kampung kena , bukan angka kecil","['padahal', 'kampung', 'pakai', 'retribusi', 'pengaduan', 'daring', 'retribusi', 'sudah', 'ketentuan', 'dlh', '.', 'harus', 'retribusi', 'kampung', 'kena', ',', 'bukan', 'angka', 'kecil']","padahal kampung pakai retribusi adu daring retribusi sudah tentu dlh . harus retribusi kampung kena , bukan angka kecil",Harga,Harga,0.6679800161333427,Negatif,-5,-1,Negatif,
8849,"kenapa sulit di hubungin ya pdam ini, padahal air dirumah lagi mati dari sore wk",padahal air rumah mati sore,"['padahal', 'air', 'rumah', 'mati', 'sore']",padahal air rumah mati sore,Air Tidak Mengalir,Air Tidak Mengalir,0.6252883017498886,Negatif,-1,-1,Negatif,
8873,@pdamsuryasembada uda saya wa tapi tdk ada responnya,tapi tidak ada rwspons,"['tapi', 'tidak', 'ada', 'rwspons']",tapi tidak ada rwspons,Pelayanan,Pelayanan,0.7505733383752454,Negatif,-1,-1,Negatif,
8913,@pdamsuryasembada iya benar janjinya pihak petugas mau datang meninjau tapi sampai hari ini tdk ada tindakan tinjau lokasi. Malah ada warga yg air tdk kluar sama sekali tapi diharuskan terkumpul 5 rumah baru mau datang ngirim itu sangat menyulitkan,benar jani petugas datang meninjau,"['benar', 'jani', 'petugas', 'datang', 'meninjau']",benar jani tugas datang tinjau,Pelayanan,Harga,0.32506792123575545,Negatif,-1,-1,Negatif,
8913,@pdamsuryasembada iya benar janjinya pihak petugas mau datang meninjau tapi sampai hari ini tdk ada tindakan tinjau lokasi. Malah ada warga yg air tdk kluar sama sekali tapi diharuskan terkumpul 5 rumah baru mau datang ngirim itu sangat menyulitkan,tapi sampai tidak ada tindakan tinjau lokasi . ada warga air tidak keluar,"['tapi', 'sampai', 'tidak', 'ada', 'tindakan', 'tinjau', 'lokasi', '.', 'ada', 'warga', 'air', 'tidak', 'keluar']",tapi sampai tidak ada tindak tinjau lokasi . ada warga air tidak keluar,Pelayanan,Pelayanan,0.38211413846092557,Negatif,-3,-1,Negatif,
8916,"pak mau tanya
no pelanggan 1032499
an Ny. Mustiani Wikanti 
Pulo Wonokromo Wetan 4
knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A
ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. 
knp seenaknya merubah, ini memberatkan loh, 
alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, 
alasan apa itu, 
saya harap kembalikan ke gol tarif 2.1
terima kasih","pelanggan an . pulo wonokromo wetan golongan . tarif berubah . sekarang berubah . sudah lama berubah ,","['pelanggan', 'an', '.', 'pulo', 'wonokromo', 'wetan', 'golongan', '.', 'tarif', 'berubah', '.', 'sekarang', 'berubah', '.', 'sudah', 'lama', 'berubah', ',']","langgan an . pulo wonokromo wetan golong . tarif ubah . sekarang ubah . sudah lama ubah ,",Lainnya,Lainnya,0.6196346593774157,Negatif,-2,-1,Negatif,
8916,"pak mau tanya
no pelanggan 1032499
an Ny. Mustiani Wikanti 
Pulo Wonokromo Wetan 4
knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A
ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. 
knp seenaknya merubah, ini memberatkan loh, 
alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, 
alasan apa itu, 
saya harap kembalikan ke gol tarif 2.1
terima kasih",karena petugas keliling meter bilang,"['karena', 'petugas', 'keliling', 'meter', 'bilang']",karena tugas keliling meter bilang,Lainnya,Lainnya,0.3344005339952767,Netral,0,0,Netral,
8919,"@pdamsuryasembada dulu rumah loh itu,. trs direnov dibuat kost, tapi halah kost kecil lo,. dan itu sama petugasnya seenak sendiri dirubah ke golongan 3.2A, tanpa persetujuan pemilik","tapi halah kos kecil , . petugas seenak rubah golong . , persetujuan pemilik","['tapi', 'halah', 'kos', 'kecil', ',', '.', 'petugas', 'seenak', 'rubah', 'golong', '.', ',', 'persetujuan', 'pemilik']","tapi halah kos kecil , . tugas enak rubah golong . , tuju milik",Harga,Harga,0.32889558021970366,Negatif,-1,-1,Negatif,
8933,@zafran_zdakir_store utk pasang barunya saat ini sedang proses tindaklanjut stlh pelunasan pembayaran. Mohon ditunggu pemasangan barunya. -w,pasang barunya,"['pasang', 'barunya']",pasang baru,Pemasangan,Pemasangan,0.8709102398158957,Netral,0,0,Netral,
8952,"Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????","aplikasi rumit keluhan , harus unggah ktp , dena rumah , bla . bla . bla . , bukan memasukkan nomor pelanggan data sudah terbaca , lagian keluhan batas . aneh , keberatan admin tiktok tidak masuk akal mengalahkan tunggakan belum bayar , admin tiktok tidak ada google , web pdam ,","['aplikasi', 'rumit', 'keluhan', ',', 'harus', 'unggah', 'ktp', ',', 'dena', 'rumah', ',', 'bla', '.', 'bla', '.', 'bla', '.', ',', 'bukan', 'memasukkan', 'nomor', 'pelanggan', 'data', 'sudah', 'terbaca', ',', 'lagian', 'keluhan', 'batas', '.', 'aneh', ',', 'keberatan', 'admin', 'tiktok', 'tidak', 'masuk', 'akal', 'mengalahkan', 'tunggakan', 'belum', 'bayar', ',', 'admin', 'tiktok', 'tidak', 'ada', 'google', ',', 'web', 'pdam', ',']","aplikasi rumit keluh , harus unggah ktp , dena rumah , bla . bla . bla . , bukan masuk nomor langgan data sudah baca , lagi keluh batas . aneh , berat admin tiktok tidak masuk akal kalah tunggak belum bayar , admin tiktok tidak ada google , web pdam ,",Pelayanan,Lainnya,0.2807529506015747,Negatif,-7,-1,Negatif,
8952,"Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????",lalu angka admin tiktok darimana muncul nominal segitu ?,"['lalu', 'angka', 'admin', 'tiktok', 'darimana', 'muncul', 'nominal', 'segitu', '?']",lalu angka admin tiktok darimana muncul nominal segitu ?,Harga,Harga,0.29304785039259645,Netral,0,0,Netral,
8956,Mohon info kalau pengaduan karena kena pinalty kemana,mohon informasi pengaduan,"['mohon', 'informasi', 'pengaduan']",mohon informasi adu,Pelayanan,Pelayanan,0.3086707440210365,Netral,0,0,Netral,
8958,"Halo min dm saya sudah ditanggapi tapi ga ada action sama sekali dari pihak pdam , udah dr hari sabtu smpe skrng...",halo admin pesan sudah tanggapi,"['halo', 'admin', 'pesan', 'sudah', 'tanggapi']",halo admin pesan sudah tanggap,Lainnya,Lainnya,0.4741463406808313,Netral,0,0,Netral,
8958,"Halo min dm saya sudah ditanggapi tapi ga ada action sama sekali dari pihak pdam , udah dr hari sabtu smpe skrng...","tapi ga ada aksi pdam , sudah sampai sekarang .","['tapi', 'ga', 'ada', 'aksi', 'pdam', ',', 'sudah', 'sampai', 'sekarang', '.']","tapi ga ada aksi pdam , sudah sampai sekarang .",Pelayanan,Pelayanan,0.44511345551932985,Negatif,-2,-1,Negatif,
8967,"Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih","padahal kecamatan tambaksari kawasan memiliki kemiskinan paling , bantu perumahan didahulukan . kapan pdam memenuhi target , analisis bayar , hubungi , terima kasih","['padahal', 'kecamatan', 'tambaksari', 'kawasan', 'memiliki', 'kemiskinan', 'paling', ',', 'bantu', 'perumahan', 'didahulukan', '.', 'kapan', 'pdam', 'memenuhi', 'target', ',', 'analisis', 'bayar', ',', 'hubungi', ',', 'terima', 'kasih']","padahal camat tambaksari kawasan milik miskin paling , bantu rumah dahulu . kapan pdam penuh target , analisis bayar , hubung , terima kasih",Pelayanan,Lainnya,0.3060401413892322,Netral,0,0,Netral,
8996,Apa masih belum selesai minn krn belum nyala sampe sekarang😢,karena belum hidup sampai sekarang,"['karena', 'belum', 'hidup', 'sampai', 'sekarang']",karena belum hidup sampai sekarang,Air Tidak Mengalir,Air Tidak Mengalir,0.8932675025385537,Negatif,-2,-1,Negatif,
9082,"@pdamsuryasembada 3 jam lagi, berarti Pkl. 12.00. Mohon diumumkan kembali, karena yang terdampak warga (banyak orang), bukan individu. Terima kasih","karena dampak warga banyak , bukan individu . terima kasih","['karena', 'dampak', 'warga', 'banyak', ',', 'bukan', 'individu', '.', 'terima', 'kasih']","karena dampak warga banyak , bukan individu . terima kasih",Air Tidak Mengalir,Air Tidak Mengalir,0.24738870668090537,Negatif,-1,-1,Negatif,
9127,"Adu 
Ketika lebaran air di jam 16.13 WIB itu lancar ya .
Tp skg mulai lagi.
Keluarnya sedikit sekali. Debitnya mengecil. Daerah Tapak Siring.",adu lebaran air jam . lancar .,"['adu', 'lebaran', 'air', 'jam', '.', 'lancar', '.']",adu lebaran air jam . lancar .,Air Tidak Mengalir,Air Tidak Mengalir,0.36102749251952554,Negatif,-2,-1,Negatif,
9174,"Selamat bertugas kawan2 yg sedang piket jaga, kalian luar biasa 👏👏👏",selamat bertugas kawan,"['selamat', 'bertugas', 'kawan']",selamat tugas kawan,Lainnya,Lainnya,0.504711340444501,Positif,1,1,Positif,
9211,Mohon bantuannya untuk pembatalan pengaduan PDAM karena sudah teratasi bagaimana ya 🙏,karena sudah teratasi,"['karena', 'sudah', 'teratasi']",karena sudah atas,Pelayanan,Lainnya,0.4803863039213997,Netral,0,0,Netral,
9232,"Pdam tolong ya perumahan kencana residence kalilom lor indah,klo siang airnya tdk pernah nyala,malam nyala di atas jam 9 tp ini tdk nyala,gimana mau kerjaa,saya sdh tahan2 dr lama ini","pdam perumahan kencana residence lor indah , siang air tidak hidup , malam hidup jam","['pdam', 'perumahan', 'kencana', 'residence', 'lor', 'indah', ',', 'siang', 'air', 'tidak', 'hidup', ',', 'malam', 'hidup', 'jam']","pdam rumah kencana residence lor indah , siang air tidak hidup , malam hidup jam",Air Tidak Mengalir,Air Tidak Mengalir,0.33179808609935657,Negatif,-4,-1,Negatif,
9232,"Pdam tolong ya perumahan kencana residence kalilom lor indah,klo siang airnya tdk pernah nyala,malam nyala di atas jam 9 tp ini tdk nyala,gimana mau kerjaa,saya sdh tahan2 dr lama ini","tapi tidak hidup , kerjaa , sudah tahan lama","['tapi', 'tidak', 'hidup', ',', 'kerjaa', ',', 'sudah', 'tahan', 'lama']","tapi tidak hidup , kerjaa , sudah tahan lama",Air Tidak Mengalir,Air Tidak Mengalir,0.4520112715191574,Negatif,-3,-1,Negatif,
