comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score,true_sentiment,final_sentiment_score,final_sentiment_normalized,final_sentiment_label,type
7352,"1. Pengelolaan Sumber Air Baku dan Produksi Air Minum
2. Pelayanan Pelanggan seperti Sambungan Langsung ke Persil (SR), Air Curah, Hidran, Terminal Air , Pendistribusian Air dengan Truk Tangki, Penanganan Aduan dan Informasi Tagihan
3. Edukasi dan Kampanye Konservasi Air
4. Kemitraan dan Kolaborasi 
  Program Kemitraan dengan PDAM lain , Kolaborasi dengan Pemerintah Kota dan Lembaga Lain
5. Kegiatan Sosial dan Lingkungan (CSR):
6. Peningkatan Kapasitas dan Infrastruktur
7. Participasi dalam Acara Publik
8. Penyelenggaraan Sertifikasi dan Audit Internal
@_acated15 @indrek0603 @donisatriawan23",". pengelolaan air baku produksi air minum . pelayanan pelanggan sambungan persil sr , air curah , hidran , terminal air , pendistribusian air truk tangki , penanganan aduan informasi tagihan . edukasi kampanye konservasi air . kemitraan kolaborasi program kemitraan pdam , kolaborasi pemerintah kota lembaga . sosial lingkungan csr . peningkatan kapasitas infrastruktur . partisipasi dalam publik . penyelenggaraan sertifikasi audit internal","['.', 'pengelolaan', 'air', 'baku', 'produksi', 'air', 'minum', '.', 'pelayanan', 'pelanggan', 'sambungan', 'persil', 'sr', ',', 'air', 'curah', ',', 'hidran', ',', 'terminal', 'air', ',', 'pendistribusian', 'air', 'truk', 'tangki', ',', 'penanganan', 'aduan', 'informasi', 'tagihan', '.', 'edukasi', 'kampanye', 'konservasi', 'air', '.', 'kemitraan', 'kolaborasi', 'program', 'kemitraan', 'pdam', ',', 'kolaborasi', 'pemerintah', 'kota', 'lembaga', '.', 'sosial', 'lingkungan', 'csr', '.', 'peningkatan', 'kapasitas', 'infrastruktur', '.', 'partisipasi', 'dalam', 'publik', '.', 'penyelenggaraan', 'sertifikasi', 'audit', 'internal']",". kelola air baku produksi air minum . layan langgan sambung persil sr , air curah , hidran , terminal air , distribusi air truk tangki , tangan adu informasi tagih . edukasi kampanye konservasi air . mitra kolaborasi program mitra pdam , kolaborasi perintah kota lembaga . sosial lingkung csr . tingkat kapasitas infrastruktur . partisipasi dalam publik . selenggara sertifikasi audit internal",Lainnya,Lainnya,1.0000000000000007,Positif,-4,-1,Negatif,
7353,"1. Pengelolaan Sumber Air Baku dan Produksi Air Minum
2. Pelayanan Pelanggan seperti Sambungan Langsung ke Persil (SR), Air Curah, Hidran, Terminal Air , Pendistribusian Air dengan Truk Tangki, Penanganan Aduan dan Informasi Tagihan
3. Edukasi dan Kampanye Konservasi Air
4. Kemitraan dan Kolaborasi 
 Program Kemitraan dengan PDAM lain , Kolaborasi dengan Pemerintah Kota dan Lembaga Lain
5. Kegiatan Sosial dan Lingkungan (CSR):
6. Peningkatan Kapasitas dan Infrastruktur
7. Participasi dalam Acara Publik
8. Penyelenggaraan Sertifikasi dan Audit Internal
@fatih__1512 @indrek0603 @mutia.anandaa_",". pengelolaan air baku produksi air minum . pelayanan pelanggan sambungan persil sr , air curah , hidran , terminal air , pendistribusian air truk tangki , penanganan aduan informasi tagihan . edukasi kampanye konservasi air . kemitraan kolaborasi program kemitraan pdam , kolaborasi pemerintah kota lembaga . sosial lingkungan csr . peningkatan kapasitas infrastruktur . partisipasi dalam publik . penyelenggaraan sertifikasi audit internal . anandaa","['.', 'pengelolaan', 'air', 'baku', 'produksi', 'air', 'minum', '.', 'pelayanan', 'pelanggan', 'sambungan', 'persil', 'sr', ',', 'air', 'curah', ',', 'hidran', ',', 'terminal', 'air', ',', 'pendistribusian', 'air', 'truk', 'tangki', ',', 'penanganan', 'aduan', 'informasi', 'tagihan', '.', 'edukasi', 'kampanye', 'konservasi', 'air', '.', 'kemitraan', 'kolaborasi', 'program', 'kemitraan', 'pdam', ',', 'kolaborasi', 'pemerintah', 'kota', 'lembaga', '.', 'sosial', 'lingkungan', 'csr', '.', 'peningkatan', 'kapasitas', 'infrastruktur', '.', 'partisipasi', 'dalam', 'publik', '.', 'penyelenggaraan', 'sertifikasi', 'audit', 'internal', '.', 'anandaa']",". kelola air baku produksi air minum . layan langgan sambung persil sr , air curah , hidran , terminal air , distribusi air truk tangki , tangan adu informasi tagih . edukasi kampanye konservasi air . mitra kolaborasi program mitra pdam , kolaborasi perintah kota lembaga . sosial lingkung csr . tingkat kapasitas infrastruktur . partisipasi dalam publik . selenggara sertifikasi audit internal . anandaa",Lainnya,Lainnya,1.0000000000000004,Positif,-4,-1,Negatif,
7356,"Kegiatan @pdamsuryasembada : Melakukan pengolahan sumber air agar layak untuk digunakan warga Surabaya, Melakukan perbaikan pipa bocor dengan segera agar tidak terjadi perluasan bocornya, Melakukan pengecekan meter berkala Dari rumah ke rumah, perdistribusian air pada tempat /rumah yg baru untuk warga Surabaya, Edukasi dan kampanye Konvervasinair, CSR Melakukan kegiatan social dan lingkungan dengan para warga, Melakukan survey kepuasan pelanggan. Yuk ikutan @ervansyah_suprapto @hi.khanza01 @inunaishah","melakukan pengolahan air layak digunakan warga surabaya , melakukan perbaikan pipa bocor tidak perluasan bocor , melakukan pengecekan meter berkala rumah rumah , distribusi air rumah baru warga surabaya , edukasi kampanye konservasi air , csr melakukan sosial lingkungan warga , melakukan survey kepuasan pelanggan . yuk . khanza","['melakukan', 'pengolahan', 'air', 'layak', 'digunakan', 'warga', 'surabaya', ',', 'melakukan', 'perbaikan', 'pipa', 'bocor', 'tidak', 'perluasan', 'bocor', ',', 'melakukan', 'pengecekan', 'meter', 'berkala', 'rumah', 'rumah', ',', 'distribusi', 'air', 'rumah', 'baru', 'warga', 'surabaya', ',', 'edukasi', 'kampanye', 'konservasi', 'air', ',', 'csr', 'melakukan', 'sosial', 'lingkungan', 'warga', ',', 'melakukan', 'survey', 'kepuasan', 'pelanggan', '.', 'yuk', '.', 'khanza']","laku olah air layak guna warga surabaya , laku baik pipa bocor tidak luas bocor , laku kece meter kala rumah rumah , distribusi air rumah baru warga surabaya , edukasi kampanye konservasi air , csr laku sosial lingkung warga , laku survey puas langgan . yuk . khanza",Kebocoran,Kebocoran,1.0000000000000002,Netral,-1,-1,Negatif,
7357,"kegiatan perumda air surya sembada kota surabaya, selain diatribusi air minum, adalah.. 
1. Pelayanan Pelanggan:
Pemasangan baru: Melayani pemasangan sambungan air baru untuk pelanggan. 
Pembayaran rekening: Menyediakan berbagai kanal pembayaran rekening air, baik secara online maupun offline. 
Pengaduan pelanggan: Menangani keluhan dan pengaduan pelanggan terkait layanan air. 
Layanan Call Center: Tersedia layanan call center 24 jam untuk memberikan informasi dan bantuan kepada pelanggan. 
Sensus Pelanggan: Melakukan sensus pelanggan untuk memastikan data pelanggan akurat dan kondisi riil layanan air di lapangan. 
2. Pelestarian Lingkungan:
Surya Sembada Eco Movement:
Mengadakan berbagai kegiatan pelestarian lingkungan, seperti penanaman pohon di sumber air, susur sungai, dan wisata edukasi di IPAM. 
Edukasi penggunaan air bijak:
Memberikan edukasi kepada masyarakat tentang pentingnya penggunaan air yang bijak dan hemat. 
Kerjasama dengan berbagai pihak:
Bekerjasama dengan perguruan tinggi, lembaga penelitian, dan pemerintah daerah untuk mendukung upaya pelestarian lingkungan. 
3. Kegiatan Lainnya:
Optimalisasi jaringan:
Melakukan optimalisasi jaringan distribusi air untuk memastikan kelancaran pasokan air. 
Peningkatan kualitas air:
Terus berupaya meningkatkan kualitas air yang didistribusikan agar sesuai dengan standar kesehatan. 
Kegiatan sosial:
Turut serta dalam kegiatan sosial kemasyarakatan, seperti membantu kelancaran acara besar di Sidoarjo dengan memastikan ketersediaan air. 
Kerjasama dengan berbagai pihak:
Menjalin kerjasama dengan berbagai pihak, baik dalam negeri maupun luar negeri, untuk meningkatkan kualitas layanan dan pengembangan perusahaan. 
@darwantowisesr @sugeng_argawinata @sagitariusman Semangat.. @pdamsuryasembada 🏆","perumda air surya sembada kota surabaya , atribusi air minum , . . pelayanan pelanggan pemasangan baru melayani pemasangan sambungan air baru pelanggan . pembayaran rekening menyediakan kanal pembayaran rekening air , daring luring . pengaduan pelanggan menangani keluhan pengaduan pelanggan terkait layanan air . layanan call center tersedia layanan call center jam informasi bantuan pelanggan . sensus pelanggan melakukan sensus pelanggan data pelanggan akurat riil layanan air lapangan . . pelestarian lingkungan surya sembada eco gerakan mengadakan pelestarian lingkungan , penanaman pohon air , susur sungai , wisata edukasi ipam . edukasi penggunaan air bijak edukasi masyarakat penggunaan air bijak hemat . kerjasama kerjasama perguruan , lembaga penelitian , pemerintah daerah mendukung pelestarian lingkungan . . optimal jaringan melakukan optimal jaringan distribusi air kelancaran pasokan air . peningkatan kualitas air berupaya kualitas air distribusi standar kesehatan . sosial dalam sosial kemasyarakatan , kelancaran besar sidoarjo ketersediaan air . kerjasama menjalin kerjasama , dalam negeri negeri , kualitas layanan pengembangan perusahaan . semangat .","['perumda', 'air', 'surya', 'sembada', 'kota', 'surabaya', ',', 'atribusi', 'air', 'minum', ',', '.', '.', 'pelayanan', 'pelanggan', 'pemasangan', 'baru', 'melayani', 'pemasangan', 'sambungan', 'air', 'baru', 'pelanggan', '.', 'pembayaran', 'rekening', 'menyediakan', 'kanal', 'pembayaran', 'rekening', 'air', ',', 'daring', 'luring', '.', 'pengaduan', 'pelanggan', 'menangani', 'keluhan', 'pengaduan', 'pelanggan', 'terkait', 'layanan', 'air', '.', 'layanan', 'call', 'center', 'tersedia', 'layanan', 'call', 'center', 'jam', 'informasi', 'bantuan', 'pelanggan', '.', 'sensus', 'pelanggan', 'melakukan', 'sensus', 'pelanggan', 'data', 'pelanggan', 'akurat', 'riil', 'layanan', 'air', 'lapangan', '.', '.', 'pelestarian', 'lingkungan', 'surya', 'sembada', 'eco', 'gerakan', 'mengadakan', 'pelestarian', 'lingkungan', ',', 'penanaman', 'pohon', 'air', ',', 'susur', 'sungai', ',', 'wisata', 'edukasi', 'ipam', '.', 'edukasi', 'penggunaan', 'air', 'bijak', 'edukasi', 'masyarakat', 'penggunaan', 'air', 'bijak', 'hemat', '.', 'kerjasama', 'kerjasama', 'perguruan', ',', 'lembaga', 'penelitian', ',', 'pemerintah', 'daerah', 'mendukung', 'pelestarian', 'lingkungan', '.', '.', 'optimal', 'jaringan', 'melakukan', 'optimal', 'jaringan', 'distribusi', 'air', 'kelancaran', 'pasokan', 'air', '.', 'peningkatan', 'kualitas', 'air', 'berupaya', 'kualitas', 'air', 'distribusi', 'standar', 'kesehatan', '.', 'sosial', 'dalam', 'sosial', 'kemasyarakatan', ',', 'kelancaran', 'besar', 'sidoarjo', 'ketersediaan', 'air', '.', 'kerjasama', 'menjalin', 'kerjasama', ',', 'dalam', 'negeri', 'negeri', ',', 'kualitas', 'layanan', 'pengembangan', 'perusahaan', '.', 'semangat', '.']","perumda air surya sembada kota surabaya , atribusi air minum , . . layan langgan pasang baru layan pasang sambung air baru langgan . bayar rekening sedia kanal bayar rekening air , daring luring . adu langgan tangan keluh adu langgan kait layan air . layan call center sedia layan call center jam informasi bantu langgan . sensus langgan laku sensus langgan data langgan akurat riil layan air lapang . . lestari lingkung surya sembada eco gera ada lestari lingkung , tanam pohon air , susur sungai , wisata edukasi ipam . edukasi guna air bijak edukasi masyarakat guna air bijak hemat . kerjasama kerjasama guru , lembaga teliti , perintah daerah dukung lestari lingkung . . optimal jaring laku optimal jaring distribusi air lancar pasok air . tingkat kualitas air upaya kualitas air distribusi standar sehat . sosial dalam sosial masyarakat , lancar besar sidoarjo sedia air . kerjasama jalin kerjasama , dalam negeri negeri , kualitas layan kembang usaha . semangat .",Lainnya,Lainnya,1.0000000000000004,Positif,-4,-1,Negatif,
7366,"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon","halo admin tanggapan ganti meter gagal . ada petugas pdam mengganti meter rumah daerah surabaya pusat , kecamatan kelurahan bubutan","['halo', 'admin', 'tanggapan', 'ganti', 'meter', 'gagal', '.', 'ada', 'petugas', 'pdam', 'mengganti', 'meter', 'rumah', 'daerah', 'surabaya', 'pusat', ',', 'kecamatan', 'kelurahan', 'bubutan']","halo admin tanggap ganti meter gagal . ada tugas pdam ganti meter rumah daerah surabaya pusat , camat lurah bubut",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.5311665912190378,Netral,1,1,Positif,
7366,"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon",tetapi air tidak hidup sekali . mohon cepat respon,"['tetapi', 'air', 'tidak', 'hidup', 'sekali', '.', 'mohon', 'cepat', 'respon']",tetapi air tidak hidup sekali . mohon cepat respon,Air Tidak Mengalir,Air Tidak Mengalir,0.5258895911954008,Netral,-1,-1,Negatif,
7369,@pdamsuryasembada via wa sudah via telfon sudah tapi tetap tidak ada penanganan cepar,via whatsapp sudah via telepon sudah,"['via', 'whatsapp', 'sudah', 'via', 'telepon', 'sudah']",via whatsapp sudah via telepon sudah,Pelayanan,Pelayanan,0.4434283593697081,Negatif,0,0,Netral,
7369,@pdamsuryasembada via wa sudah via telfon sudah tapi tetap tidak ada penanganan cepar,tapi tetap tidak ada penanganan cepat,"['tapi', 'tetap', 'tidak', 'ada', 'penanganan', 'cepat']",tapi tetap tidak ada tangan cepat,Pelayanan,Lainnya,0.5707628045868745,Negatif,0,0,Netral,
7372,"Saya laporan dari hari rabu, sampai saat ini belum ada tanggapan sama sekali","laporan rabu , sampai belum ada tanggapan sekali","['laporan', 'rabu', ',', 'sampai', 'belum', 'ada', 'tanggapan', 'sekali']","lapor rabu , sampai belum ada tanggap sekali",Pelayanan,Pelayanan,1.0000000000000002,Negatif,0,0,Netral,
7399,Pdam suroboyo n pdam malang rukun,pdam surabaya pdam malang rukun,"['pdam', 'surabaya', 'pdam', 'malang', 'rukun']",pdam surabaya pdam malang rukun,Lainnya,Lainnya,1.0000000000000002,Netral,-1,-1,Negatif,
7447,"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon","halo admin tanggapan ganti meter gagal . ada petugas pdam mengganti meter rumah daerah surabaya pusat , kecamatan kelurahan bubutan","['halo', 'admin', 'tanggapan', 'ganti', 'meter', 'gagal', '.', 'ada', 'petugas', 'pdam', 'mengganti', 'meter', 'rumah', 'daerah', 'surabaya', 'pusat', ',', 'kecamatan', 'kelurahan', 'bubutan']","halo admin tanggap ganti meter gagal . ada tugas pdam ganti meter rumah daerah surabaya pusat , camat lurah bubut",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.5311665912190378,Netral,1,1,Positif,
7447,"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon",tetapi air tidak hidup sekali . mohon cepat respon,"['tetapi', 'air', 'tidak', 'hidup', 'sekali', '.', 'mohon', 'cepat', 'respon']",tetapi air tidak hidup sekali . mohon cepat respon,Air Tidak Mengalir,Air Tidak Mengalir,0.5258895911954008,Netral,-1,-1,Negatif,
7469,"Moto gerak cepat sy rasa masih jauh dri harapan Krena ,.,.d lapangan dan praktek nya tidak sesuai,. dgn laporan pelanggan ,.yg pernah d temui ada gangguan air PDAM TPI 10 hri baru d tangani itupun harus menghubungi kembali via call center","moto gerak cepat harapan , . , . lapangan praktek nya tidak , . laporan pelanggan , . temu ada gangguan air pdam","['moto', 'gerak', 'cepat', 'harapan', ',', '.', ',', '.', 'lapangan', 'praktek', 'nya', 'tidak', ',', '.', 'laporan', 'pelanggan', ',', '.', 'temu', 'ada', 'gangguan', 'air', 'pdam']","moto gerak cepat harap , . , . lapang praktek nya tidak , . lapor langgan , . temu ada ganggu air pdam",Pelayanan,Air Tidak Mengalir,0.578573616550528,Negatif,0,0,Netral,
7475,"Sampe jam segini telp call center isinya maaf sedang melayani pelanggan gtu mulu, gak ada operator nya ini mangkanya kata2nya gtu. Ini gmn air mati susah dihubunginya pdam","sedang melayani pelanggan melulu , tidak ada operator nya mangkanya katanya . air mati susah hubung pdam","['sedang', 'melayani', 'pelanggan', 'melulu', ',', 'tidak', 'ada', 'operator', 'nya', 'mangkanya', 'katanya', '.', 'air', 'mati', 'susah', 'hubung', 'pdam']","sedang layan langgan melulu , tidak ada operator nya mangkanya kata . air mati susah hubung pdam",Air Tidak Mengalir,Air Tidak Mengalir,0.27751345477855505,Netral,-5,-1,Negatif,
7476,"@pdamsuryasembada halo kak, daya listrikku sebelumnya 900 lalu dinaikan sama penyewa 2.200. ternyata golongan tarif pdam jg naik 2.1 . jika saya mau nurunkan daya kembali ke 900 apakah golongan tarif pdam juga turun kembali ke 1.3 ?","halo kakak , daya listik","['halo', 'kakak', ',', 'daya', 'listik']","halo kakak , daya listik",Lainnya,Lainnya,0.6538592521384189,Netral,1,1,Positif,
7484,"Ada petugas tbtb kerumah dan menyerahkan tagihan terlambat 3bulan, dan dendanya diluar nalar.. tagihan 190an dendanya 277 kan gilaa kenapa secara tbtb sedangkan biasanya maximal tgl 15, sekarang masih tgl 5 .. gercep ya kalau untuk penarikan gitu, uangnya denda kemana sih","ada petugas tiba tiba ke rumah menyerahkan tagihan terlambat , denda nalar . tagihan denda kan gila tiba tiba","['ada', 'petugas', 'tiba', 'tiba', 'ke', 'rumah', 'menyerahkan', 'tagihan', 'terlambat', ',', 'denda', 'nalar', '.', 'tagihan', 'denda', 'kan', 'gila', 'tiba', 'tiba']","ada tugas tiba tiba ke rumah serah tagih lambat , denda nalar . tagih denda kan gila tiba tiba",Harga,Air Tidak Mengalir,0.5083727964312295,Negatif,3,1,Positif,
7484,"Ada petugas tbtb kerumah dan menyerahkan tagihan terlambat 3bulan, dan dendanya diluar nalar.. tagihan 190an dendanya 277 kan gilaa kenapa secara tbtb sedangkan biasanya maximal tgl 15, sekarang masih tgl 5 .. gercep ya kalau untuk penarikan gitu, uangnya denda kemana sih","sedangkan maksimal tanggal , sekarang tanggal . gerak cepat penarikan , uang denda sih","['sedangkan', 'maksimal', 'tanggal', ',', 'sekarang', 'tanggal', '.', 'gerak', 'cepat', 'penarikan', ',', 'uang', 'denda', 'sih']","sedang maksimal tanggal , sekarang tanggal . gerak cepat tari , uang denda sih",Pelayanan,Pelayanan,0.388916013551622,Negatif,1,1,Positif,
7507,Tolong pdam tagihan sy membengkak tiap bulan uda kyk buka cucian motor,pdam tagihan membengkak sudah buka cucian motor,"['pdam', 'tagihan', 'membengkak', 'sudah', 'buka', 'cucian', 'motor']",pdam tagih bengkak sudah buka cuci motor,Harga,Harga,1.0,Negatif,0,0,Netral,
7510,"Kok gak survei ke saya... Saya kasih bintang ⭐ . TIDAK PUAS. Sering keruh dijam mau subuh. Hari ini air kecil tidak ada pemberitahuan, cuci di mesin cuci jd eror gak ada air padahal tinggal bilas",padahal bilas,"['padahal', 'bilas']",padahal bilas,Harga,Harga,0.601030754453681,Negatif,0,0,Netral,
7512,Pagesangan IVA gak keluar airnya sama sekali pak/bu yg terhormat,pagesangan tidak keluar air sekali bu terhormat,"['pagesangan', 'tidak', 'keluar', 'air', 'sekali', 'bu', 'terhormat']",pagesangan tidak keluar air sekali bu hormat,Air Tidak Mengalir,Air Tidak Mengalir,0.9999999999999999,Negatif,0,0,Netral,
7525,"Nomer call center yg anda kasih tu gak ada gunanya. Utk apa anda kasih chat BOT. Penanganan keluhan super lama, slow respon pula. Dr siang sampai malam tidak ada 1 orangpun yg nongol buat menangani keluhan. Air mati dr pagi, dihubungin telponnya dr pagi sibuk terus, siang akhirnya br bs nyambung ke cs. Dr siang diajukan keluhan sampai berkali2 bolak balik follow up nelpon ulang, sampe malem ini belum ada petugas teknisi yg dateng. Jawabannya template, gak bs ngasih kepastian kapan petugas akan datang, disuruh nunggu2 terus. Padahal air itu keperluan urgent utk sehari2. Gmn ini pak @ericahyadi_ kenapa penanganan keluhan pelanggan pdam lama sekali. Apakah Pdam apa gak punya SLA waktu utk penanganan keluhan pelanggan?",padahal air keperluan urgensi sehari . penanganan keluhan pelanggan pdam lama sekali . pdam tidak penanganan keluhan pelanggan ?,"['padahal', 'air', 'keperluan', 'urgensi', 'sehari', '.', 'penanganan', 'keluhan', 'pelanggan', 'pdam', 'lama', 'sekali', '.', 'pdam', 'tidak', 'penanganan', 'keluhan', 'pelanggan', '?']",padahal air perlu urgensi hari . tangan keluh langgan pdam lama sekali . pdam tidak tangan keluh langgan ?,Pelayanan,Lainnya,0.42751295369019565,Negatif,0,0,Netral,
7532,"@pdamsuryasembada tidak ada tindak lanjut kak, saya sudah bersurat ke dirut pdam, belum ada respon, mau tidak mau saya harus bayar krn jika tidak bayar selama 3 hari sampai batas waktu, akan diputus pdamnya ☺️🙏🏻 he he he","karena tidak bayar sampai batas ,","['karena', 'tidak', 'bayar', 'sampai', 'batas', ',']","karena tidak bayar sampai batas ,",Harga,Lainnya,0.40548049364955957,Negatif,0,0,Netral,
7532,"@pdamsuryasembada tidak ada tindak lanjut kak, saya sudah bersurat ke dirut pdam, belum ada respon, mau tidak mau saya harus bayar krn jika tidak bayar selama 3 hari sampai batas waktu, akan diputus pdamnya ☺️🙏🏻 he he he",akan putus pdam he he he,"['akan', 'putus', 'pdam', 'he', 'he', 'he']",akan putus pdam he he he,Lainnya,Lainnya,0.5963112787871424,Negatif,0,0,Netral,
7562,"Hallo min bagaimana ini untuk tanggapanpergsntian meteran yang gagal. Kebetulan hari ini ada petugas dari pdam mengganti meteran rumah saya (dserah surabaya pusat, kecamatan/kelurahan bubutan) tetapi justru airnya tidak nyala sama sekali. Mohon untuk fast respon","halo admin tanggapan ganti meter gagal . ada petugas pdam mengganti meter rumah daerah surabaya pusat , kecamatan kelurahan bubutan","['halo', 'admin', 'tanggapan', 'ganti', 'meter', 'gagal', '.', 'ada', 'petugas', 'pdam', 'mengganti', 'meter', 'rumah', 'daerah', 'surabaya', 'pusat', ',', 'kecamatan', 'kelurahan', 'bubutan']","halo admin tanggap ganti meter gagal . ada tugas pdam ganti meter rumah daerah surabaya pusat , camat lurah bubut",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.5311665912190378,Negatif,1,1,Positif,
7564,"Hebat ya narikin denda aja cepet, air gak keluar tuh, taunya duit aja","hebat tarik denda cepat , air tidak keluar tuh , tahu nya duit","['hebat', 'tarik', 'denda', 'cepat', ',', 'air', 'tidak', 'keluar', 'tuh', ',', 'tahu', 'nya', 'duit']","hebat tarik denda cepat , air tidak keluar tuh , tahu nya duit",Air Tidak Mengalir,Air Tidak Mengalir,1.0000000000000002,Negatif,1,1,Positif,
7572,"Min, tolong donk kalo da pengaduan pelanggan, jangan hanya dicatat tpi, diberi solusi , pengaduan sejak tgl 25 juli, sampai skrg kok gak da penanganan nya, hanya dijanjikan akan didatangi petugas dalam 1x24 jam, tpi sampai skrg saya nulis di ig ini tgl 27 juli 2025 jam 11 .57, msh blum da perugas drg, sementara call center yg katanya 24 jam hanya bilang mohon ditunggu, sampai kapan ditunggunya min, kami bayar selalu tepat waktu, telat dikit kena denda tpi penanganan pengaduan pelanggan tdak ada, hanya dicatat","tapi , solusi , pengaduan tanggal juli , sampai sekarang tidak da penanganan nya , janji","['tapi', ',', 'solusi', ',', 'pengaduan', 'tanggal', 'juli', ',', 'sampai', 'sekarang', 'tidak', 'da', 'penanganan', 'nya', ',', 'janji']","tapi , solusi , adu tanggal juli , sampai sekarang tidak da tangan nya , janji",Pelayanan,Pelayanan,0.3351030360930266,Netral,-1,-1,Negatif,
7572,"Min, tolong donk kalo da pengaduan pelanggan, jangan hanya dicatat tpi, diberi solusi , pengaduan sejak tgl 25 juli, sampai skrg kok gak da penanganan nya, hanya dijanjikan akan didatangi petugas dalam 1x24 jam, tpi sampai skrg saya nulis di ig ini tgl 27 juli 2025 jam 11 .57, msh blum da perugas drg, sementara call center yg katanya 24 jam hanya bilang mohon ditunggu, sampai kapan ditunggunya min, kami bayar selalu tepat waktu, telat dikit kena denda tpi penanganan pengaduan pelanggan tdak ada, hanya dicatat","akan datang petugas dalam jam ,","['akan', 'datang', 'petugas', 'dalam', 'jam', ',']","akan datang tugas dalam jam ,",Pelayanan,Pelayanan,0.39290811710755996,Netral,-1,-1,Negatif,
7572,"Min, tolong donk kalo da pengaduan pelanggan, jangan hanya dicatat tpi, diberi solusi , pengaduan sejak tgl 25 juli, sampai skrg kok gak da penanganan nya, hanya dijanjikan akan didatangi petugas dalam 1x24 jam, tpi sampai skrg saya nulis di ig ini tgl 27 juli 2025 jam 11 .57, msh blum da perugas drg, sementara call center yg katanya 24 jam hanya bilang mohon ditunggu, sampai kapan ditunggunya min, kami bayar selalu tepat waktu, telat dikit kena denda tpi penanganan pengaduan pelanggan tdak ada, hanya dicatat","tapi sampai sekarang tulis instagram tanggal juli jam . , belum da petugas belum , call center katanya jam bilang mohon tunggu , sampai kapan tunggu admin , bayar selalu , terlambat dikit kena denda","['tapi', 'sampai', 'sekarang', 'tulis', 'instagram', 'tanggal', 'juli', 'jam', '.', ',', 'belum', 'da', 'petugas', 'belum', ',', 'call', 'center', 'katanya', 'jam', 'bilang', 'mohon', 'tunggu', ',', 'sampai', 'kapan', 'tunggu', 'admin', ',', 'bayar', 'selalu', ',', 'terlambat', 'dikit', 'kena', 'denda']","tapi sampai sekarang tulis instagram tanggal juli jam . , belum da tugas belum , call center kata jam bilang mohon tunggu , sampai kapan tunggu admin , bayar selalu , lambat dikit kena denda",Pelayanan,Pelayanan,0.2968114343308511,Netral,-7,-1,Negatif,
7578,Brp harga pemasangan awal min?,harga pemasangan awal admin ?,"['harga', 'pemasangan', 'awal', 'admin', '?']",harga pasang awal admin ?,Pemasangan,Pemasangan,1.0000000000000002,Positif,0,0,Netral,
7600,"daerah Krembangan air gak keluar sama sekali sdh 2 hari,,","daerah krembangan air tidak keluar sekali sudah ,","['daerah', 'krembangan', 'air', 'tidak', 'keluar', 'sekali', 'sudah', ',']","daerah krembangan air tidak keluar sekali sudah ,",Air Tidak Mengalir,Air Tidak Mengalir,1.0000000000000002,Negatif,0,0,Netral,
7610,Gak masuk pdam,tidak masuk pdam,"['tidak', 'masuk', 'pdam']",tidak masuk pdam,Lainnya,Lainnya,1.0,Negatif,1,1,Positif,
7637,"📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲 -D",jadwal peremajaan meter air pelanggan,"['jadwal', 'peremajaan', 'meter', 'air', 'pelanggan']",jadwal remaja meter air langgan,Lainnya,Lainnya,0.36501953373869406,Netral,-1,-1,Negatif,
7638,"@jokosumar73 📆 Jadwal Peremajaan Meter Air Pelanggan akan terus kami update setiap minggu!
Yuk, pantau terus informasi terbarunya di akun media sosial kami.
Biar makin praktis, download juga aplikasi CIS – semua layanan dalam satu genggamanmu! 💧📲-D",jadwal peremajaan meter air pelanggan,"['jadwal', 'peremajaan', 'meter', 'air', 'pelanggan']",jadwal remaja meter air langgan,Lainnya,Lainnya,0.36501953373869406,Netral,-1,-1,Negatif,
