comment_id,comment_text,true_sentiment,type,cleaned_text
8504,"Heloo kak, smpai skr air sdh perbaikan belum? Kalau lwat dr jam 21.00 utk estimasi penyelesainnya lebih dr 6jan?",Negatif,Pertanyaan,"heloo kak ,  smpai skr air sdh perbaikan belum ?  kalau lwat dr jam  .  utk estimasi penyelesainnya lebih dr jan ? "
8506,"@pdamsuryasembada, min sampai pukul 00.49 air belum mati, kira2 tepat jam berapa matinya dan sampai jam berapa?",Negatif,Pertanyaan," ,  min sampai pukul  .  air belum mati ,  kira tepat jam berapa matinya dan sampai jam berapa ? "
8507,@pdamsuryasembada berarti dari 21.00-12.00 untuk area mastrip sekitar nya?,Netral,Pertanyaan,berarti dari  .   .  untuk area mastrip sekitar nya ? 
8508,@pdamsuryasembada ini untuk area mana min? 😢,Netral,Pertanyaan,ini untuk area mana min ? 
8509,Selamat pagi. Apakah perbaikan sdh selesai?,Netral,Pertanyaan,selamat pagi .  apakah perbaikan sdh selesai ? 
8510,@pdamsuryasembada pagi min kebraon jd mati air apa engga?? 🙏,Negatif,Pertanyaan,pagi min kebraon jd mati air apa engga  ? 
8511,Area gunungsari masih belum selesai kah? Udh mati dari kemarin sore😢,Negatif,Pertanyaan,area gunungsari masih belum selesai kah ?  udh mati dari kemarin sore
8513,@setiantodeddy sudah,Netral,Pernyataan,sudah
8517,@pdamsuryasembada udah selesai ya kak ?,Netral,Pertanyaan,udah selesai ya kak  ? 
8518,@pdamsuryasembada alhamdulillah & trimakasih krn airnya ga jd mati🙏😊,Positif,Pernyataan,alhamdulillah trimakasih krn airnya ga jd mati
8519,"Utk pekerjaan perbaikan pipa, tidak ada air mati yaa di kebraon?",Negatif,Pertanyaan,"utk pekerjaan perbaikan pipa ,  tidak ada air mati yaa di kebraon ? "
8521,@pdamsuryasembada sudah... Terima kasih 🙂,Positif,Pernyataan,sudah  .  terima kasih
8522,"Selamat siang admin , daerah kemlaten (kebraon ) belum nyala air nya sampai sekarang 😢",Negatif,Pernyataan,"selamat siang admin  ,  daerah kemlaten kebraon belum nyala air nya sampai sekarang"
8523,pengerjaan sudah selesai kah min?,Netral,Pertanyaan,pengerjaan sudah selesai kah min ? 
8524,Kok rumah saya daerah kebraon sampe hari ini 25 mei 2025 pk 17:43 masih blm nyala air nya? 😢,Negatif,Pertanyaan,kok rumah saya daerah kebraon sampe hari ini mei pk masih blm nyala air nya ? 
8525,"@baktya_d_kosala sudah dari hari jum'at malam debit air mengecil,",Negatif,Pernyataan,"sudah dari hari jum at malam debit air mengecil , "
8526,@pdamsuryasembada terima kasih,Positif,Pernyataan,terima kasih
8531,Min pdam tempat sy grand harvest kok mati ya,Negatif,Pertanyaan,min pdam tempat sy grand harvest kok mati ya
8533,Ini area kemlaten karang pilang dari pagi  27 mei 2025 kok mati dari pagi ya ? Ada apa ?,Negatif,Pertanyaan,ini area kemlaten karang pilang dari pagi mei kok mati dari pagi ya  ?  ada apa  ? 
8535,Kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam..hola halo hola halo aja,Negatif,Pertanyaan,kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam  .  hola halo hola halo aja
8537,Duta lingkungan👏 @arrovaicals 🫅🙌,Netral,Pernyataan,duta lingkungan
8538,@damaxrif Mas Adam 😇,Netral,Pernyataan,mas adam
8539,"Halo selamat siang kak admin pdam, mengenai pengaduan yg saya sampaikan 25 april 2025 melalui DM. Sampai hari ini belum diberikan tindak lanjut nihh. Tolong dong diberikan tindak lanjutnya. Dari 25 april 2025 sampai komen ini ditulis 13 mei 2025. Belum ada tindak lanjut lho. Mohon dong.",Negatif,Pernyataan,"halo selamat siang kak admin pdam ,  mengenai pengaduan yg saya sampaikan april melalui dm .  sampai hari ini belum diberikan tindak lanjut nihh .  tolong dong diberikan tindak lanjutnya .  dari april sampai komen ini ditulis mei  .  belum ada tindak lanjut lho .  mohon dong . "
8543,👏 Keren,Positif,Pernyataan,keren
8544,"Yuk berganti ke popok pakai ulang dan pembalut ramah lingkungan, bersama @bumbi_id",Positif,Pernyataan,"yuk berganti ke popok pakai ulang dan pembalut ramah lingkungan ,  bersama"
8545,"Maaf itu 1,5 juta popok per hari bukan pertahun 🙌",Netral,Pernyataan,"maaf itu  ,  juta popok per hari bukan pertahun"
8548,Air pdam kebonsari jambangan keruh,Negatif,Pernyataan,air pdam kebonsari jambangan keruh
8549,Air PDAM SBY pusat punyakku keruh  kyk air sumur.. Bayarnya larang tp airnya keruh bauk,Negatif,Pernyataan,air pdam sby pusat punyakku keruh kyk air sumur  .  bayarnya larang tp airnya keruh bauk
8550,Halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti,Negatif,Pernyataan,halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti
8554,@pdamsuryasembada nomor pelanggan 5183613,Netral,Pernyataan,nomor pelanggan
8556,"@pdamsuryasembada maaf nanya, kalo SOP di pdam itu. Follow up aduan sampai tindak lanjut. Butuh waktu berapa bulan?",Netral,Pertanyaan,"maaf nanya ,  kalo sop di pdam itu .  follow up aduan sampai tindak lanjut .  butuh waktu berapa bulan ? "
8557,Min ini kenapa di kalijudan 9 air nya nyala kecil sekali?🙏🏼,Negatif,Pertanyaan,min ini kenapa di kalijudan air nya nyala kecil sekali ? 
8559,Slow respon gini diDM ... Airnya gimana nih gak nyala,Negatif,Pertanyaan,slow respon gini didm  .  airnya gimana nih gak nyala
8562,Daerah simo gunung kok dari kemaren air mengecil sampai tidak keluar ada apaa yaaa,Negatif,Pertanyaan,daerah simo gunung kok dari kemaren air mengecil sampai tidak keluar ada apaa yaaa
8563,Tambakwedi Baru gak keluar air sama sekali dari tadi pagi,Negatif,Pernyataan,tambakwedi baru gak keluar air sama sekali dari tadi pagi
8564,"@gunawan_xfr selamat malam pak Gunawan, apakah saat ini airnya sudah mengalir normal kembali? jika belum silakan kontak call center kami di 08001926666 (bebas pulsa24jam). Terima kasih-w",Positif,Pertanyaan,"selamat malam pak gunawan ,  apakah saat ini airnya sudah mengalir normal kembali ?  jika belum silakan kontak call center kami di bebas pulsajam  .  terima kasih w"
8565,"Min mau tanya, bayar PDAM di atas tgl 15 apa tidak bisa? Saya mau bayarkan punya kakak via Tokopedia ga bisa",Netral,Pertanyaan,"min mau tanya ,  bayar pdam di atas tgl apa tidak bisa ?  saya mau bayarkan punya kakak via tokopedia ga bisa"
8569,Bendul merisi air nya gak nyala dari pagi min,Negatif,Pernyataan,bendul merisi air nya gak nyala dari pagi min
8570,Min kenapa udah 3 hari ini air daerah bandarejo kq mati min...apa ada kendala atau perbaikan,Negatif,Pertanyaan,min kenapa udah hari ini air daerah bandarejo kq mati min  .  apa ada kendala atau perbaikan
8571,@bekam_sby iyaa gimana ini min @pdamsuryasembada,Netral,Pertanyaan,iyaa gimana ini min
8572,Call center sibuk semua.. Udh lapor lewat semua jalur ga ada konfirm tulisan cuma proses. Ditelpon sibuk. Lalu harus lapor kemana,Negatif,Pernyataan,call center sibuk semua  .  udh lapor lewat semua jalur ga ada konfirm tulisan cuma proses .  ditelpon sibuk .  lalu harus lapor kemana
8573,"@riwihasta Selamat pagi, kmrn sudah dicek ke lokasi oleh petugas ya bu-w",Netral,Pernyataan,"selamat pagi ,  kmrn sudah dicek ke lokasi oleh petugas ya bu w"
8574,"Wonosari gang 4 kalo ngehidupin air jam 5sore-isya airnya pelaaaaaaaannnnnnn. Barusan malah ga keluar sama sekali 15menit ngehidupin Sanyo min. Udh laporan dan udah kesini kapan hari petugas PDAM nya, tapi tetep pelan airnya",Negatif,Pertanyaan,"wonosari gang kalo ngehidupin air jam sore isya airnya pelaaaaaaaannnnnnn .  barusan malah ga keluar sama sekali menit ngehidupin sanyo min .  udh laporan dan udah kesini kapan hari petugas pdam nya ,  tapi tetep pelan airnya"
8577,Alhamdulillah semoga menang kotaku tercinta @Surockboyo menang … aamiin 🤲,Positif,Pernyataan,alhamdulillah semoga menang kotaku tercinta menang aamiin
8580,TOLONG BU @y4n_tweet si @glen_probity SURUH BAYAR HUTANG PINJOLNYA,Negatif,Pernyataan,tolong bu si suruh bayar hutang pinjolnya
8581,Kok kosong.....,Negatif,Pertanyaan,kok kosong  . 
8583,@pdamsuryasembada ...ok' Jangan lupa laporan ID; 1205246 untuk dikembalikan gol. 1.3 mksih 😂,Positif,Pernyataan, .  ok jangan lupa laporan id untuk dikembalikan gol .   .  mksih
8585,"Waduh min, tutup gorong gorong blm ketemu yg ambil, ini kok malah meteran air, kasih tips pengamanannya min",Negatif,Pertanyaan,"waduh min ,  tutup gorong gorong blm ketemu yg ambil ,  ini kok malah meteran air ,  kasih tips pengamanannya min"
8586,"Mau tanya. Kalo meteran hilang. Terus airnya keluar terus, semaleman gitu airnya dihitung.? Dibebankan ke pelanggan.?",Negatif,Pertanyaan,"mau tanya .  kalo meteran hilang .  terus airnya keluar terus ,  semaleman gitu airnya dihitung .  ?  dibebankan ke pelanggan .  ? "
8587,Walah meteran air 😢sing njupuk kebacut rekk,Negatif,Pernyataan,walah meteran air sing njupuk kebacut rekk
8588,Tanya min misal pasang baru tapi sementara ga ada dipake itu gimana ya apa tetap aktif? Cuma bayar retribusi aja apa gmna?,Netral,Pertanyaan,tanya min misal pasang baru tapi sementara ga ada dipake itu gimana ya apa tetap aktif ?  cuma bayar retribusi aja apa gmna ? 
8589,"Bayar air larang ngga karuan, keran mati tapi meteran munyer. Ganti bayar dw. NGAKAK",Negatif,Pernyataan,"bayar air larang ngga karuan ,  keran mati tapi meteran munyer .  ganti bayar dw .  ngakak"
8590,@afandi__1974 usir penduduk meksiko,Netral,Pernyataan,usir penduduk meksiko
8591,"Min, cek DM",Netral,Pernyataan,"min ,  cek dm"
8592,Sy korban trutama surabaya timur,Netral,Pernyataan,sy korban trutama surabaya timur
8593,"Waduh bahaya iki min,meteran banyu larang pisan regoe",Negatif,Pernyataan,"waduh bahaya iki min , meteran banyu larang pisan regoe"
8594,@afandi__1974 apik2 Karo Tonggo .. cctv pun gak jamin balek kwkwkwkwk,Negatif,Pernyataan,apik karo tonggo  .  cctv pun gak jamin balek kwkwkwkwk
8595,@rizqiamrii Iki malah sing kerjo sin koment kwkwkwkw,Negatif,Pernyataan,iki malah sing kerjo sin koment kwkwkwkw
8599,"Motor ilang, baut2 jembatan ilang, pager wesi ilang, tutup gorong² ilang, saiki meteran air yow melu ilang... Seng nyolong iki kebacut",Negatif,Pernyataan,"motor ilang ,  baut jembatan ilang ,  pager wesi ilang ,  tutup gorong ilang ,  saiki meteran air yow melu ilang  .  seng nyolong iki kebacut"
8601,Nice info!,Netral,Pernyataan,nice info ! 
8606,@franssjun selalu berhati2 dan waspada kak 🙌-w,Positif,Pernyataan,selalu berhati dan waspada kak w
8607,Waduh. Meteran ku d depan rmh loss tdk ada tutup ya. Klau hilang piye iki tambah uang lagi dong,Negatif,Pernyataan,waduh .  meteran ku d depan rmh loss tdk ada tutup ya .  klau hilang piye iki tambah uang lagi dong
8609,@anasar94 😂 masuk lur,Netral,Pernyataan,masuk lur
8613,Ya kalao begitu harusnya petugas pemasanganny jgan pasang di luar pagar,Negatif,Pernyataan,ya kalao begitu harusnya petugas pemasanganny jgan pasang di luar pagar
8614,"Mau lapor nie ,,kemaren ada petugas pdam mau ganti meteran baru tapi aku bilang bentar pak nunggu yg punya rumah pulang kebetulan saya cuma ponakan gk berani donk asal main iya aja aku takut di marahi tanteku ,,5 menit kemudin tanteku pulang kubilang ke petugas pak bisa di ganti meteran nya itu uy punya rumah sudh pulang ehh si petugas bilang lapor pusat mb wes tak batalin pemasangan nya , sumpah ya aku gk ngerti itu maksudnya gmn perasaan aku gk pernah bilang gk mau cuma tunggu  sebentar ..main batal batal aja ,gmn pdam petugas lapangan nya kayak gitu 🤦",Negatif,Pertanyaan,"mau lapor nie  ,  kemaren ada petugas pdam mau ganti meteran baru tapi aku bilang bentar pak nunggu yg punya rumah pulang kebetulan saya cuma ponakan gk berani donk asal main iya aja aku takut di marahi tanteku  ,  menit kemudin tanteku pulang kubilang ke petugas pak bisa di ganti meteran nya itu uy punya rumah sudh pulang ehh si petugas bilang lapor pusat mb wes tak batalin pemasangan nya  ,  sumpah ya aku gk ngerti itu maksudnya gmn perasaan aku gk pernah bilang gk mau cuma tunggu sebentar  .  main batal batal aja  , gmn pdam petugas lapangan nya kayak gitu"
8618,Lokasi e dmn min,Netral,Pernyataan,lokasi e dmn min
8620,"Kualitas airnya perlu dicek dan dikontrol...jangan cuman datang cek meteran saja....dan jangan cari untung saja gede perhatikan kemampuan konsumennya,....",Negatif,Pernyataan,"kualitas airnya perlu dicek dan dikontrol  .  jangan cuman datang cek meteran saja  .  dan jangan cari untung saja gede perhatikan kemampuan konsumennya ,   . "
8623,@pdamsuryasembada mksih atas respon baliknya semoga masukan cust.sebagai acuan semakin maju PDAM Surabaya 👍,Positif,Pernyataan,mksih atas respon baliknya semoga masukan cust . sebagai acuan semakin maju pdam surabaya
8625,Semoga semakin maju PDAM Surabaya 🙏🏻☺️,Positif,Pernyataan,semoga semakin maju pdam surabaya
8628,Sua Sanctitas,Netral,Pernyataan,sua sanctitas
8637,"Aplikasi Customer Information System ( CIS ) hari gini masih nunggu qbang2 dateng buat check, dan mesti antri bayar, ato jauh2 ke kantornya buang ngadu ato kroscheck keluhan gk jamannya kales mending waktu luangmuhh buat Ibadah n buat konten yg ngasilin cuan tul nggak @sugiharto_sabiilullah  @arbaaressa  @herlambangcahyo23",Negatif,Pernyataan,"aplikasi customer information system cis hari gini masih nunggu qbang dateng buat check ,  dan mesti antri bayar ,  ato jauh ke kantornya buang ngadu ato kroscheck keluhan gk jamannya kales mending waktu luangmuhh buat ibadah n buat konten yg ngasilin cuan tul nggak"
8638,Aplikasi CIS yok kita kemon @zuhairrozani @shofiyaahq @rluvff,Netral,Pernyataan,aplikasi cis yok kita kemon
8639,CIS @riyan_karim12 @bagas.putra.9041 @rapiirazaqi,Netral,Pernyataan,cis  . putra . 
8640,Pakai Aplikasi CIS (Customer Information System ) PDAM Surabaya..😍😍 yukk gaess @wikapri28 @aa_akhtar12 @balon_decoration_n_helium_sby 🔥🔥,Netral,Pernyataan,pakai aplikasi cis customer information system pdam surabaya  .  yukk gaess
8641,CIS (Customer Information System) yuk ikutan @jlitheng.id @renaldodharmawan @nmaria.park,Netral,Pernyataan,cis customer information system yuk ikutan  . id  . park
8642,APLIKLASI CIS @adi_tfc @adi_hubba  @irfhanfauzie,Netral,Pernyataan,apliklasi cis
8643,CIS @_cakricky @katakamu.ai @monicadrey_,Netral,Pernyataan,cis  . ai
8644,CIS,Netral,Pernyataan,cis
8645,CIS PAM Surabaya @saras.novia @sitibulqisariesanty @riintaan,Netral,Pernyataan,cis pam surabaya  . novia
8646,CIS @endahnurhayati.24 @g_rengganisserniss @waluyojamed86,Netral,Pernyataan,cis  . 
8647,Aplikasi CIS (Customer Information System) yg bs download di Play Store https://play.google.com/store/apps/details?id=info.pdamsby.go.id.pdam 😍 Yuk download skrg jugaa 🔥🔥❤️ @saiashifa @deeriss @al.izha,Negatif,Pertanyaan,aplikasi cis customer information system yg bs download di play store yuk download skrg jugaa  . izha
8648,"CIS PDAM..Yang dimana CIS adalah singkatan dari Customer Information System (Sistem Informasi Pelanggan). Ini
 adalah aplikasi mobile yang disediakan oleh PDAM Surya Sembada Kota 
Surabaya untuk mempermudah pelanggan dalam mengakses layanan dan 
informasi terkait air. 
 
  Fitur-fitur Aplikasi CIS PDAM: 
 
1. Catat Meter Mandiri: Pelanggan dapat mencatat sendiri penggunaan meter airnya. 
 
2. Pengaduan Pelanggan: Pelanggan dapat melaporkan gangguan air atau masalah lainnya. 
 
3. Informasi Tagihan Air: Pelanggan dapat mengakses dan melihat informasi tagihan airnya. 
 
4. Pembayaran Tagihan: Pelanggan dapat membayar tagihan air secara online. 
 
5. Pendaftaran Pemasangan Baru: Pelanggan dapat mendaftar untuk pemasangan sambungan baru. 
 
6. Informasi Layanan PDAM: Pelanggan dapat mendapatkan informasi terbaru mengenai layanan PDAM. 
 
7. Informasi Gangguan Air: Pelanggan dapat mengetahui informasi mengenai gangguan air yang sedang terjadi. 
 
8. Pemesanan Air Tangki Komersial: Pelanggan dapat memesan air tangki komersial. 
 Yuk guys download di play store 😍 @anisdwijay  @sumartini89 @sumartini77",Negatif,Pernyataan,cis pdam  .  yang dimana cis adalah singkatan dari customer information system sistem informasi pelanggan  .  ini adalah aplikasi mobile yang disediakan oleh pdam surya sembada kota surabaya untuk mempermudah pelanggan dalam mengakses layanan dan informasi terkait air .  fitur fitur aplikasi cis pdam  .  catat meter mandiri pelanggan dapat mencatat sendiri penggunaan meter airnya .   .  pengaduan pelanggan pelanggan dapat melaporkan gangguan air atau masalah lainnya .   .  informasi tagihan air pelanggan dapat mengakses dan melihat informasi tagihan airnya .   .  pembayaran tagihan pelanggan dapat membayar tagihan air secara online .   .  pendaftaran pemasangan baru pelanggan dapat mendaftar untuk pemasangan sambungan baru .   .  informasi layanan pdam pelanggan dapat mendapatkan informasi terbaru mengenai layanan pdam .   .  informasi gangguan air pelanggan dapat mengetahui informasi mengenai gangguan air yang sedang terjadi .   .  pemesanan air tangki komersial pelanggan dapat memesan air tangki komersial .  yuk guys download di play store
8649,CIS PAM SURABAYA @ciput_al @c4k_4l3 @cherlifrmnti,Netral,Pernyataan,cis pam surabaya
8650,"Aplikasi CIS PAM Surabaya..
Pake ini selalu..
@pdamsuryasembadasby  @pdam_surya_sembada 
@jihanagus
@milandini
@putrikarmilaakbar",Netral,Pernyataan,aplikasi cis pam surabaya  .  pake ini selalu  . 
8651,CIS Perumda Surya Sembada yuk ikutan @icha.i2s @rizadiana_ @husain_tuy,Positif,Pernyataan,cis perumda surya sembada yuk ikutan  . is
8652,CIS PAM SURABAYA @rahmadzaka @dni_krisss @irshantynovita,Netral,Pernyataan,cis pam surabaya
8653,CIS PAM,Netral,Pernyataan,cis pam
8654,"CIS PAM SURABAYA,yuk ikutan @virnanovalia92 ,@qjnab ,@rizaldyrizkyp 😍",Netral,Pernyataan,"cis pam surabaya , yuk ikutan  ,   , "
8655,CIS PDAM skuy ikutan @hanan_ghazi.a @maria_utami24 @heni301271,Netral,Pernyataan,cis pdam skuy ikutan  . a
8656,Aku adalah Aplikasi CIS yg berbasis Digital bisa melayani kebutuhan yg diperlukan oleh pelanggan aku bisa bayar tagihan bulanan bisa lapor buat kebocoran bisa buat daftar pasang sambungan air bisa monitoring pengajuan pasang baru bisa melaporkan penyelewengan yg dilakukan oleh petugas PDAM semua lengkap jadi satu di Aplikasi yg Bernama Customer informasi Sistem atau yg disingkat dengan Aplikasi CIS pelanggan bisa mengakses aplikasi CIS di Aplikasi play store dan Apple store ayo download aplikasi ne cak @yusuf_hahn @suga_saktiawan @emilangga,Negatif,Pernyataan,aku adalah aplikasi cis yg berbasis digital bisa melayani kebutuhan yg diperlukan oleh pelanggan aku bisa bayar tagihan bulanan bisa lapor buat kebocoran bisa buat daftar pasang sambungan air bisa monitoring pengajuan pasang baru bisa melaporkan penyelewengan yg dilakukan oleh petugas pdam semua lengkap jadi satu di aplikasi yg bernama customer informasi sistem atau yg disingkat dengan aplikasi cis pelanggan bisa mengakses aplikasi cis di aplikasi play store dan apple store ayo download aplikasi ne cak
8657,"Bismillahirrahmanirrahim jawabannya adalah : Costumer Information System (CIS), yuk ikutan giveaway @yunitafadianova @chepta_ @putuarnt 🔥",Positif,Pernyataan,"bismillahirrahmanirrahim jawabannya adalah costumer information system cis  ,  yuk ikutan giveaway"
8658,Customer Information System (CIS) @pdamsuryasembada  @cita.wr @rorowilis_ @miftafitraa,Netral,Pernyataan,customer information system cis  . wr
8659,"Ikutan jawab yaa @pdamsuryasembada 👉🏻🔸Customer Information System / CIS PAM Surabaya🔸
.
Buanyakk bgt manfaatnya aplikasi ini. Cukup dengan 1 aplikasi CIS PAM Surabaya, kita bisa :
1. Layanan Pelanggan, terdiri dari :
	- Pencatatan Meter secara mandiri
	- Informasi baca meter per bulan
	- Informasi tagihan rekening air per bulan
	- Informasi grafik tagihan rekening air dan kubikasi pemakaian air per periode
2. Informasi tentang gangguan distribusi air
3. Menginputkan keluhan
4. Monitoring hasil keluhan
5. Permohonan pendaftaran pemasangan baru 
6. Monitoring hasil permohonan untuk pasang baru
7. Informasi pasang baru
8. Informasi Berita PDAM Surabaya
9. Pencarian lokasi loket pembayaran
10. Informasi kontak PDAM Surya Sembada
11. Tips hemat air
12. Informasi fitur SMS Center
Sungguh sangat terbantu dengan CIS PAM ini ♥️
Betuull kan bestie @juanitayuswanti @seiryu105 @am.alianur
#pdamsurabaya #perumdaairminumsuryasembada #beritapdamsby #kuis #surabaya",Netral,Pernyataan,"ikutan jawab yaa customer information system cis pam surabaya  .  buanyakk bgt manfaatnya aplikasi ini .  cukup dengan aplikasi cis pam surabaya ,  kita bisa  .  layanan pelanggan ,  terdiri dari pencatatan meter secara mandiri informasi baca meter per bulan informasi tagihan rekening air per bulan informasi grafik tagihan rekening air dan kubikasi pemakaian air per periode  .  informasi tentang gangguan distribusi air  .  menginputkan keluhan  .  monitoring hasil keluhan  .  permohonan pendaftaran pemasangan baru  .  monitoring hasil permohonan untuk pasang baru  .  informasi pasang baru  .  informasi berita pdam surabaya  .  pencarian lokasi loket pembayaran  .  informasi kontak pdam surya sembada  .  tips hemat air  .  informasi fitur sms center sungguh sangat terbantu dengan cis pam ini betuull kan bestie  . alianur"
8660,CiS,Netral,Pernyataan,cis
8661,"CIS (Customer Information System) PDAM Surabaya, gercep banget klo jawab keluhan customer @pdamsuryasembada 👏 ikutan juga yuuk @rachma_rahmey @lukman_samp @hermiien.wijaya",Netral,Pernyataan,"cis customer information system pdam surabaya ,  gercep banget klo jawab keluhan customer ikutan juga yuuk  . wijaya"
8662,CIS PAM SURABAYA,Netral,Pernyataan,cis pam surabaya
8663,"Aplikasi CIS (Customer Information System) PDAM Surya Sembada Kota Surabaya. aplikasinya keren min tentu sangat membantu dan memudahkan pelanggan dalam mengakses informasi dan layanan air di Kota Surabaya baik dari catat meteran, informasi tagihan, pengaduan pelanggan, gangguan air, dll benar kan @daraayu.tyas @nisameileniasabillah @ayuudhw semoga terus ada inovasi baru dan semakin lebih baik lagi kedepannya",Positif,Pernyataan,"aplikasi cis customer information system pdam surya sembada kota surabaya .  aplikasinya keren min tentu sangat membantu dan memudahkan pelanggan dalam mengakses informasi dan layanan air di kota surabaya baik dari catat meteran ,  informasi tagihan ,  pengaduan pelanggan ,  gangguan air ,  dll benar kan  . tyas semoga terus ada inovasi baru dan semakin lebih baik lagi kedepannya"
8664,"CIS dengan kepanjangan Customer Information System yuk coba @habibi.wahyu.1 ,@rizkiputri.e , @manadojalanjalan",Netral,Pernyataan,"cis dengan kepanjangan customer information system yuk coba  . wahyu .   ,  . e  , "
8665,CIS PDAM Surabaya @pdamsuryasembada @dhonie9 @achmadnendy @rifqy_r.a.f,Netral,Pernyataan,cis pdam surabaya  . a . f
8666,@lailyawardani udah download appnya juga dong,Netral,Pernyataan,udah download appnya juga dong
8667,Cis,Netral,Pernyataan,cis
8668,CIS ( Customer Infomasi System)  @cherli_firmanti @bayukartika50 @thiss.taa._,Netral,Pernyataan,cis customer infomasi system  . taa . 
8669,"CIS (Customer Information System) PAM SURABAYA yang dimiliki oleh @pdamsuryasembada Surabaya dan bisa di download di playstore. Manfaat aplikasi CIS PAM SURABAYA adalah : 1. Layanan pelanggan, yang terdiri dari : - Pencatatan Meter secara mandiri , - Informasi baca meter per bulan, - Informasi tagihan rekening air per bulan, - Informasi grafik tagihan rekening air dan kubikasi pemakaian air per periode, 2. Informasi tentang gangguan distribusi air, 3. Menginputkan keluhan, 4. Monitoring hasil keluhan, 5. Permohonan pendaftaran pemasangan baru, 6. Monitoring hasil permohonan untuk pasang baru, 7. Informasi pasang baru, 8. Informasi berita PDAM Surabaya, 9. Pencarian lokasi loket pembayaran, 10. Informasi kontak PDAM Surya Sembada, 11. Tips hemat air, 12. Informasi fitur SMS Center ✅ @nina.wulandari.3363 @irfannoorarifiandis @forbenk_frauz Semoga beruntung 🤲",Netral,Pernyataan,"cis customer information system pam surabaya yang dimiliki oleh surabaya dan bisa di download di playstore .  manfaat aplikasi cis pam surabaya adalah  .  layanan pelanggan ,  yang terdiri dari pencatatan meter secara mandiri  ,  informasi baca meter per bulan ,  informasi tagihan rekening air per bulan ,  informasi grafik tagihan rekening air dan kubikasi pemakaian air per periode ,   .  informasi tentang gangguan distribusi air ,   .  menginputkan keluhan ,   .  monitoring hasil keluhan ,   .  permohonan pendaftaran pemasangan baru ,   .  monitoring hasil permohonan untuk pasang baru ,   .  informasi pasang baru ,   .  informasi berita pdam surabaya ,   .  pencarian lokasi loket pembayaran ,   .  informasi kontak pdam surya sembada ,   .  tips hemat air ,   .  informasi fitur sms center  . wulandari .  semoga beruntung"
8670,Aplikasi CIS PDAM Surabaya yuk ikutan @dhianpurnamaasih  @husna.f102  @aziz_ajalah03,Netral,Pernyataan,aplikasi cis pdam surabaya yuk ikutan  . f
8671,"""CIS (Customer Information System) @ridwan_7812 @jeennss.a @nuurid_",Netral,Pernyataan,cis customer information system  . a
8672,CIS PAM SURABAYA,Netral,Pernyataan,cis pam surabaya
8673,Jawabannya CIS @nhayayulyanty___ @fazarizky26 @ummu_hanum18,Positif,Pernyataan,jawabannya cis
8674,"Jawaban yang tepat adalah CIS (Customer Information System) 
 
Sukses selalu  kedepannya. Terus berinovasi untuk menghadirkan produk dan layanan berkualitas agar tetap jadi yang terbaik 
 
Mau hadiah gratis? Langsung aja ya follow @pdamsuryasembada  dan ikutan kuisnya. 
***************************
Makan bubur kacang ijo campur ketan
Biar makin gurih ditambah santan
Udah gak usah galau mikirin mantan
Lebih baik ikutan kuisnya pasti lebih menyenangkan
@wilsonny_ @gusti_aria_abbas @okky_winda",Positif,Pertanyaan,jawaban yang tepat adalah cis customer information system sukses selalu kedepannya .  terus berinovasi untuk menghadirkan produk dan layanan berkualitas agar tetap jadi yang terbaik mau hadiah gratis ?  langsung aja ya follow dan ikutan kuisnya .  makan bubur kacang ijo campur ketan biar makin gurih ditambah santan udah gak usah galau mikirin mantan lebih baik ikutan kuisnya pasti lebih menyenangkan
8675,CIS ( Customer Informasi System) . Sukses selalu buat @pdamsuryasembada 😍❤️ Ayuk sobat @cherlifrmnti @ciput_al @brishbiary,Positif,Pernyataan,cis customer informasi system  .  sukses selalu buat ayuk sobat
8676,CIS ( Customer Informasi System)  Maju terus @pdamsuryasembada ku😍😍😍❤️❤️ Ayuk @mochfadli14sep79 @alfanofandy @brishbiary,Netral,Pernyataan,cis customer informasi system maju terus ku ayuk
8677,CIS PAM Surabaya @kiky.sastro @mulya.dhi3 @budianto1251,Netral,Pernyataan,cis pam surabaya  . sastro  . dhi
8678,CIS PAM SURABAYA @ardiandian161629 @dewiindriani1148 @yuni_fara992,Netral,Pernyataan,cis pam surabaya
8679,CIS PAM Surabaya,Netral,Pernyataan,cis pam surabaya
8680,"Dijawab yahh, CIS (Customer information system) PAM SURABAYA @pdamsuryasembada  yuk gess jok lali @agust_tin @pipietoctriana2410 @rofiek_kembik",Netral,Pernyataan,"dijawab yahh ,  cis customer information system pam surabaya yuk gess jok lali"
8682,"Cis PDAM Surabaya , semoga slalu sukses PDAM dlm memberi layanan kepada masyarakat SBY",Positif,Pernyataan,"cis pdam surabaya  ,  semoga slalu sukses pdam dlm memberi layanan kepada masyarakat sby"
8683,CIS ( customer Informasi System ) by PERUMDA SURYA SEMBADA SURABAYA,Netral,Pernyataan,cis customer informasi system by perumda surya sembada surabaya
