comment_id,comment_text,segmented_text,true_aspect,final_sentiment_label
4416,Lek sekirane gk mampu nyeluk enginer2 luar negeri ae,ga panggil enginer negeri aja,Lainnya,Netral
4422,2 dino banyu gak metu pak... Dino iki mari gak?,air tidak keluar . mari tidak ?,Air Tidak Mengalir,Negatif
4423,Deadline brapa hari ini?,deadline ?,Lainnya,Netral
4433,sdh bisa ta air pdam nya?,sudah ta air pdam nya ?,Air Kotor/Bau,Netral
4436,Sdh selesai apa belum kenapa belum ada info,sudah selesai belum belum ada informasi,Pelayanan,Netral
4439,"Sudah selesai ta min,,,sudah 2 hari ini gk ada air sama sekali","sudah selesai ta admin , sudah ga ada air sekali",Air Tidak Mengalir,Negatif
4440,"Update terbaru dong min, Apa sudah ada progres?","pembaruan terbaru admin , sudah ada progres ?",Lainnya,Netral
4441,Estimasi berapa lama lagi perbaikannya??,estimasi lama ?,Lainnya,Netral
4442,😢iya mana cuaca panas bawaan pengen maen aer mulu.. Semoga air ngalir deres aamiin,cuaca panas bawaan pengen main air melulu . moga air mengalir deres aamiin,Lainnya,Positif
4443,"Ayok bapakk dan tim semangat, semoga sore ini sudah lancarrrr","ayo tim semangat , moga sore sudah lancar",Lainnya,Positif
4444,ku harap hari ini bisa nyala airnya 😢,ku harap hidup air,Air Tidak Mengalir,Negatif
4446,Semangat Bapak dan Ibu PDAM semoga airnya bisa ngalir hari ini 🙏🏽,semangat ibu pdam moga air mengalir,Lainnya,Netral
4447,Alhamdulillah sedikit terbantu dg datangnya tangki air gratis. Semoga segera teratasi.. G tega juga tadi pagi berangkat sekolah banyak pekerja yg kelelahan sampai tidur di pinggir2 jalan. Terimakasih dedikasinya bapak. Semoga segera teratasi🤲,alhamdulillah sedikit terbantu datang tangki air gratis . moga teratasi . ga tega pagi berangkat sekolah banyak pekerja kelelahan sampai tidur pinggir jalan . terima kasih dedikasi . moga teratasi,Lainnya,Netral
4448,semoga hari ini bisa keluar airnya. wes gak adus ket wingi iki pak😂,moga keluar air . sudah tidak mandi,Air Tidak Mengalir,Negatif
4449,"Prediksinya kapan bisa selesai ya pak,dan bisa dialirkan kembali airnya?","prediksi kapan selesai , alir air ?",Air Tidak Mengalir,Netral
4451,Kapan min airnya nyala udh krisis air ini,kapan admin air hidup sudah krisis air,Air Tidak Mengalir,Netral
4452,"Semangat bapak² yg bertugas, semoga pengerjaan lancar dan segera selesai🔥🔥","semangat bertugas , moga pengerjaan lancar selesai",Lainnya,Positif
4454,"@mauraindahhh nasib gak duwe tandon ya mbak, kunu nangis rasane banyu mati😢","nasib tidak tandon mbak , menangis air mati",Air Tidak Mengalir,Negatif
4455,"Semoga Hari ini bisa Ngalir, buat Bapak2 dilapangan tetap semangat lancar selalu","moga mengalir , lapangan tetap semangat lancar selalu",Lainnya,Positif
4456,suweeeeee GK isok korah2 opomaneh sango rusak pisan wkwkwkkwkw,lama ga cuci sango rusak sangat,Lainnya,Negatif
4457,"Sehat slalu bapak dan ibu PAM Surya Sembada 🙌 semoga di lancarkan pekerjaannya dan lekas mengalir normal airnya, semangat🔥🔥🔥","sehat selalu ibu pam surya sembada moga lancar kerja lekas mengalir normal air , semangat",Lainnya,Positif
4458,Ahhhh apaa apaaan ini..telat bayar denda kalau gangguan ke akean drama,. terlambat bayar denda gangguan banyak drama,Harga,Netral
4459,Cerah cerah. Wajahku gak onok cerah2e iki gara2 gak adus mbak 😏😏,cerah cerah . wajah tidak ada cerahe gara tidak mandi mbak,Air Tidak Mengalir,Negatif
4466,Keren bgt kontennya kak 😍👏,keren banget konten kakak,Lainnya,Positif
4467,@widyarigga Terima kasih apresiasiny kak Widya 🔥,terima kasih apresiasiny kakak widya,Lainnya,Positif
4468,kerennn minn,keren admin,Lainnya,Positif
4471,Mantappp min kontennya 🙌🔥,admin konten,Lainnya,Netral
4476,"Keren Mimin @pdamsuryasembada , Dirgahayu ke 80 @kai121_  dari tetangga di Daop 8","keren admin , dirgahayu tetangga daop",Lainnya,Positif
4479,Tolong diupdate perbaikan pipa bocornya sampe mana min besok senin jam sibuk tolong,perbarui perbaikan pipa bocor sampai admin besok jam sibuk,Kebocoran,Negatif
4485,Lanjut tema kesehatan & kebugaran min atau keselamatan saat berkendara,tema kesehatan kebugaran admin keselamatan berkendara,Lainnya,Netral
4488,Pengaduan via Whatsapp lama juga ga dibales2,pengaduan via whatsapp lama ga balas,Pelayanan,Negatif
4490,"WES NGERTI NGENE, BANYU MATI GAONOK PEMBERITAHUAN BLAASS DAERAH KEBRAON","sudah mengerti , air mati gaada pemberitahuan daerah kebraon",Air Tidak Mengalir,Negatif
4493,boleh minta botol nya gak min,botol nya tidak admin,Lainnya,Negatif
4499,yakin min?? udah turun lapangan blm?,admin ? sudah turun lapangan belum ?,Lainnya,Netral
4503,"Izin mengadu di sini, saya dikenakan biaya 10 juta pada pemasangan. Tidak tahu lapor kemana.","izin mengadu , kena biaya juta pemasangan . tidak lapor .",Pemasangan,Netral
4505,@pdamsuryasembada cek DM min,cek pesan admin,Lainnya,Netral
4507,"@richajingga Selamat malam ibu Richa
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu richa perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4508,@dheawapriyanti_ Selamat malam ibu Dheawa. Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅,selamat malam ibu dheawa . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4510,"@sara.yenny.panjaitan Selamat malam. 
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. yenny . panjaitan selamat malam . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4511,"@rahmannet000 Selamat malam Pak Rahmat
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam rahmat perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4512,"@fitria.maarif Selamat malam ibu Fitria
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. maarif selamat malam ibu fitria perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4513,"@pdamsuryasembada nggih alhamdulillah pak, terima kasih atas kerja kerasnya bapak bapak pdam 🫡 sekarang sumber air su dekat 👏","alhamdulillah , terima kasih kerja keras pdam sekarang air su",Lainnya,Positif
4514,"@pdamsuryasembada  alhmdllh ,trima kasih buat tim hebat pdam",", terima kasih kasih tim hebat pdam",Lainnya,Netral
4515,"@shafaardini sudah kak, ternyata ada kebocoran, dikarenakan pembangunan box culvert. Terima kasih atas perhatiannya @pdamsuryasembada","sudah kakak , ada kebocoran , pembangunan kotak culvert . terima kasih perhati",Lainnya,Netral
4516,@pdamsuryasembada  terimakasih min,terima kasih admin,Lainnya,Positif
4517,@pdamsuryasembada terimakasih utk perbaikan nya.,terima kasih perbaikan nya .,Lainnya,Positif
4519,"@pdamsuryasembada Oke, Terima kasih Min","oke , terima kasih admin",Lainnya,Positif
4523,@pdamsuryasembada terimakasih 👏,terima kasih,Lainnya,Positif
4525,@pdamsuryasembada berapa lama min biasanya untuk bisa jernih kembali?,lama admin jernih ?,Lainnya,Netral
4526,@pdamsuryasembada terimakasih banyak ya pak sdh bekerja keras🙌,terima kasih banyak sudah keras,Lainnya,Positif
4527,"@pdamsuryasembada tadi pagi sudah keluar airnya, sekarang mati lagi sekitar jam 11an malam ini. Tolong ditindaklanjuti kembali, pembangunan box culvert ini selalu mengganggu stabilitas air, bagaimana ini pak @ericahyadi_ 😢","pagi sudah keluar air , sekarang mati jam malam . tindak lanjut , pembangunan kotak culvert selalu mengganggu stabilitas air ,",Air Tidak Mengalir,Negatif
4528,"@dyahnaw sampai sekarang masih mati airnya, @suarasurabayamedia @ericahyadi_ @pdamsuryasembada harus di denda ini proyeknya, mengganggu kenyamanan warga","sampai sekarang mati air , harus denda proyek , mengganggu kenyamanan warga",Air Tidak Mengalir,Negatif
4529,@pdamsuryasembada pondok Benowo indah masih blum nyala air nya sampe pagi ini,pondok benowo indah belum hidup air nya sampai pagi,Air Tidak Mengalir,Negatif
4530,sudah nyala kah airnya? smpe pulkam saya krena gabisa g ada air,sudah hidup air ? sampai pulkam gabisa ga ada air,Air Tidak Mengalir,Negatif
4531,@pdamsuryasembada yaa makasih Min updatenya...,terima kasih admin pembaruan .,Lainnya,Positif
4537,@pdamsuryasembada baik bapak terima kasih 🙏🏻👍🏻,terima kasih,Lainnya,Positif
4538,@pdamsuryasembada pakal madya kak,pakal madya kakak,Lainnya,Netral
4539,@pdamsuryasembada Baik trimakasih banyak Min...😍😍,terima kasih banyak admin .,Lainnya,Positif
4541,"Setelah perbaikan pipa kemarin kok air dirumah saya rejosari gang jeruk jadi kecil banget ya pak? Gak seperti sebelumnya.
Skrg airnya jadi kecil jadi gak sampe kedapur pak airnya",perbaikan pipa air rumah rejosari gang jeruk kecil sekali ? tidak . sekarang air kecil tidak sampai dapur air,Air Tidak Mengalir,Netral
4542,"@pdamsuryasembada Setelah perbaikan pipa kemarin kok air dirumah saya gang jeruk jadi kecil banget ya pak? Gak seperti sebelumnya.
Skrg airnya jadi kecil jadi gak sampe kedapur pak airnya",perbaikan pipa air rumah gang jeruk kecil sekali ? tidak . sekarang air kecil tidak sampai dapur air,Air Tidak Mengalir,Netral
4545,@pdamsuryasembada lak yoo kuereeeenn saiki wes bersih siih banyube😍,yoo keren sekarang sudah bersih air,Lainnya,Positif
4549,"Benowo airnya mati lagi, miiinnn!!!!!","benowo air mati , admin !",Air Tidak Mengalir,Negatif
4550,"Baru ngerasain air mengalir senin malam, rabu malam udah mati lagi. Benowo, miiiinnnnn!!!!!","baru air mengalir malam , rabu malam sudah mati . benowo , !",Air Tidak Mengalir,Negatif
4551,"@silvia.ari96 selamat pagi bu Silvia, apakah airnya saat ini masih belum mengalir?",". ari selamat pagi bu silvia , air belum mengalir ?",Air Tidak Mengalir,Netral
4552,"@pdamsuryasembada sudah ngalir, min. Makasih","sudah mengalir , admin . terima kasih",Lainnya,Positif
4554,Mota mati ae banyu ne min min benowo iki,mati mati aja air admin admin benowo,Air Tidak Mengalir,Negatif
4557,"@ud.kabul_kajate Selamat malam pak/bu UD kabul kajate
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. kabul kajate selamat malam bu sudah kabul kajate perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4558,"@anggunerviana Selamat malam bu Anggun
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu anggun perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4560,"@wahyupreneur Selamat malam pak Wahyu
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam wahyu perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4561,"@aditroyy27 Selamat malam pak Adit
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam adit perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4562,"@widyawidjanarko Selamat malam bu Widya
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu widya perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4563,"@silvia.ari96 Selamat malam ibu Silvia
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. ari selamat malam ibu silvia perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4564,"@aditroyy27 Selamat malam pak Adit
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam adit perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4565,"@rifaldokaka Selamat malam pak Rifal. Utk tim tangki sudah keliling ke warga terdampak. Update kami unggah di IG story.
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam rifal . tim tangki sudah keliling warga dampak . pembaruan unggah instagram story . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Negatif
4566,@pdamsuryasembada iya sudah selesai baru ini udh ngalir,sudah selesai baru sudah mengalir,Lainnya,Positif
4567,"@mpuapv Selamat malam ibu mpuapv
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu mpuapv perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4568,"@fellici4_ Selamat malam ibu felicia, terima kasih atas doa pelanggan saat ini:
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅","selamat malam ibu felicia , terima kasih doa pelanggan perbaikan sudah selesai normalisasi aliran pelanggan",Lainnya,Positif
4569,"@fellici4_ Selamat malam ibu Felicia. Berkat doa pelanggan saat ini:
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu felicia . berkat doa pelanggan perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4570,"@tut.tiitut_ Selamat malam ibu Tut
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. tiitut selamat malam ibu tut perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4571,"@devilstari._ Selamat malam kak Devilestari
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. selamat malam kakak devilestari perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4572,"@rosidah_ummah Selamat malam ibu Rosidah
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu rosidah perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4573,@pdamsuryasembada masih belum menyala di rumah saya😢,belum menyala rumah,Lainnya,Netral
4574,"@amaliaamalia207 Selamat malam Ibu Amalia
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu amalia perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4575,"@ristoys Selamat malam bp/ibu Ristoys
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bp ibu ristoys perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4576,"@nisaalinisa Selamat malam ibu Nisa
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu nisa perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4577,"@naannanau Selamat malam Ibu Nanananana
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu nanananana perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4578,"@nikma.pandiangan Selamat malam ibu Nikma
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. pandiangan selamat malam ibu nikma perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4579,"@nur.zulfia Selamat malam ibu Nur
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. zulfia selamat malam ibu nur perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4580,"@shintaochin32 Selamat malam ibu Shinta
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu shinta perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4581,"@pdamsuryasembada trs bsk bakal mati lg ga pak??? Soalnya g ad pemberitahuan jdi qt g bs nampung air di ember2, tolong lah klo ada perbaikan di sebar infonya.. Jgn cm di sosmed aja.. Krn ga smua orang punya sosmed",karena ga smua sosial media,Pelayanan,Netral
4582,@pdamsuryasembada terima kasih infonya,terima kasih informasi,Lainnya,Netral
4584,"@itsmevirgo_268 Selamat malam kak Virgo
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam kakak virgo perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4585,"@ainuratmi Selamat malam bu Ainur
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu ainur perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4586,@khalifahrosyidah Selamat malam bu Khalifah Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅,selamat malam bu khalifah perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4587,"@dwieriana10 Selamat malam ibu Dwi
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4588,"@chizlava Selamat malam bu Chizlava
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu chizlava perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4589,@bayuwahyu096 Selamat malam pak Bayu Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅,selamat malam bayu perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4592,"@nisaalinisa Selamat malam ibu Nisa
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu nisa perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4594,"@theycallme_chus Selamat malam pak/bu Chus
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu chus perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4595,"@arfin_yk Selamat malam pak Arfin
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam arfin perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4596,"@silvia.ari96 Selamat malam ibu Silvia
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. ari selamat malam ibu silvia perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4597,"@kyy77899 Selamat malam ibu Ky
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4598,"@efendi_ashari Selamat malam bp Efendi 🙏
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bp efendi perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4599,"@mayarnata Selamat malam ibu Maya
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu maya perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4600,"@vnjr23_ Selamat malam ibu/bpk VNJr
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu vnjr perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4601,"@19_ekoembek_27 Selamat malam Pak Eko
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4602,"@ullywulan_d Selamat malam ibu Ully
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu ully perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4603,"@septianarbianto Selamat malam Bp Septian
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bp septian perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4604,"@resti_puswa Selamat malam ibu Resti
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu resti perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4605,"@_ptrhynt Selamat malam bpk/ibu PTRHYNT
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam ibu ptrhynt perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4607,Wilayah Ku Bosss Hadehh😂😂😂,wilayah ku,Lainnya,Netral
4608,KOYOK NAG GAZA KEKERINGAN WKWKWKKW😂😢,gaza kekeringan,Lainnya,Netral
4609,"sek suwe ta boss ? wes 2hari loh iki 
bos bos lek perkoro denda opo bayar membayar kudu tepat waktu. lek perkoro koyok ngene onok kendala malah pengerjaanmu kesuwen. ga masuk blas boss",lama ta bos ? sudah loh bos bos perkara denda bayar membayar harus . perkara ada kendala pengerjaan lama . ga masuk sama sekali bos,Pelayanan,Netral
4610,Kapan min airnya nyala udh tidak ada air nih,kapan admin air hidup sudah tidak ada air,Air Tidak Mengalir,Negatif
4611,"Mana ada 8 jam, sakdinoan iki wesaaannnnnn.. Ayo ndang nyalano banyune!","ada jam , . ayo nyala airnya !",Air Tidak Mengalir,Netral
4612,"2x dalam rentang 2 minggu loh pdam e ngeneee daerah benowo dan sekitar. Mana blg 8 jam, fana bgt","dalam rentang loh pdam nya benar daerah benowo . bilang jam , fana banget",Lainnya,Positif
4613,Tolong diupdate lagi sampai mana min perbaikannya,perbarui sampai admin,Lainnya,Netral
4614,. Jam 15.07 terpantau belum keluar air,. jam . terpantau belum keluar air,Air Tidak Mengalir,Negatif
4617,"Min, sampek saat ini.. 29 sept pukul 15.30, apa sudah selesai perbaikannya? Mohon infonya..","admin , sampai . september . , sudah selesai ? mohon informasi .",Lainnya,Netral
4621,Pean sek lama ta min... selak berengen min,lama ta admin . selak sakit kulit admin,Lainnya,Negatif
4622,"Kira² sampe brp hari lg untuk menyelesaikan penyambungan pipa, molornya dari estimasi terlalu jauh.","kira sampai menyelesaikan penyambungan pipa , molor estimasi .",Lainnya,Netral
4623,Kpan marine minn😭😭😭,kapan selesainya admin,Lainnya,Netral
4624,Masih mati dari makam benowo min,mati makam benowo admin,Air Tidak Mengalir,Negatif
4625,"Minn +- 8 jam... Lah ini ditambah 40 jam min, begitu saja kok bo'ong min 😭","admin jam . jam admin , bo ong admin",Lainnya,Netral
4627,"@pdamsuryasembada sampai detik ini air juga tidak nyala, estimasi 8 jam benarkah?","sampai detik air tidak hidup , estimasi jam ?",Air Tidak Mengalir,Netral
4628,"@pdamsuryasembada tolong ya bapak admin atau ibu admin. Tolong gak semua orang punya penyimpanan air atau tandon, dan gk semua orang juga punya sumur. Hanya mengandalkan air pdam saja. Kalo 1 bulan saja bisa sampai 2x mati dan mati jg bisa sampe lebih dari 1 hari, tidak sebanding dengan tagihan air Saya dan juga denda yg di buat telat sehari sudah denda.","admin ibu admin . tidak penyimpanan air tandon , ga sumur . mengandalkan air pdam . sampai mati mati sampai lebih , tidak sebanding tagihan air denda terlambat sehari sudah denda .",Air Tidak Mengalir,Negatif
4632,"Alhamdulillah air daerah Beji PDAM sudah nyala, makasih","alhamdulillah air daerah beji pdam sudah hidup , terima kasih",Lainnya,Positif
4634,"@secondbase77 Selamat malam. 
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4635,"@kingofeldo Selamat malam. 
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4636,"@ajeng_je Selamat malam bu Ajeng.
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu ajeng . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4637,"@hakmania_ Selamat malam bp/Ibu Hakmania
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bp ibu hakmania perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4638,"@darso_nae Selamat malam Pak Darso
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam darso perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4639,"@chanisna Selamat malam kak Chanisna
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam kakak chanisna perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4640,"@vickyrianap Selamat malam Pak Vicky
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam vicky perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4641,"@rifaldo_arief Selamat malam Pak Rifaldo
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam rifaldo perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4642,"@edyaskaa Selamat malam pak/bu Edy
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu edy perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4643,"@pdamsuryasembada 20.36 saya cek area pakal belum mengalir airnya, sekian terimakasih",". cek area pakal belum mengalir air , terima kasih",Air Tidak Mengalir,Negatif
4644,"@mauraindahhh Selamat malam bu Maura
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu maura perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4645,"@pergiidekatt Selamat malam pak/bu pergidekat
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam bu pergidekat perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4646,"@dicky_property99 Selamat malam pak Dicky
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam dicky perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4647,"@anawidyaningsih46 Selamat malam. 
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4648,"@d1ms_s.dims Selamat malam pak Dims
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. dims selamat malam dims perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4649,@lagistreszzh Selamat malam pak Lagistres #Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅,selamat malam lagistres sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4650,"@keen.an2426 Selamat malam pak Keenan
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",. selamat malam keenan perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4651,"@lakhah_zaqi Selamat malam. 
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4652,"@poncoae Selamat malam. 
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam . perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
4653,"@carolusbagas Selamat malam pak Carolus
Perbaikan saat ini sudah selesai ✅ normalisasi aliran ke pelanggan ✅",selamat malam carolus perbaikan sudah selesai normalisasi aliran pelanggan,Air Tidak Mengalir,Netral
